datetime,market_price_usd,total_supply,market_cap_usd,realised_cap_usd,nupl,coin_days_destroyed,active_addresses,fear_greed_value,fear_greed_category,lightning_nodes,lightning_capacity_usd
2010-09-25,0.06,4102100,246126.0,219617.73632257094,0.10770200497886878,376116.8670572917,825.0,0.0,0,0.0,0.0
2010-09-26,0.06,4112350,246741.0,220256.85120795082,0.10733582498267082,145301.39685243164,623.0,0.0,0,0.0,0.0
2010-09-27,0.06,4123800,247428.0,221161.64628334504,0.10615756388385698,3199134.589619654,1269.0,0.0,0,0.0,0.0
2010-09-28,0.06,4134400,248064.0,222367.91517993232,0.10358651323879195,19178848.94436028,1699.0,0.0,0,0.0,0.0
2010-09-29,0.06,4142600,248556.0,222908.45206932252,0.10318619518610486,839659.5788605371,1198.0,0.0,0,0.0,0.0
2010-09-30,0.06,4149900,248994.0,223336.6743654584,0.10304395139859435,433192.5119745399,638.0,0.0,0,0.0,0.0
2010-10-01,0.06,4157600,249456.0,224086.84059337334,0.10169793232725072,7810460.102990598,847.0,0.0,0,0.0,0.0
2010-10-02,0.06,4162600,249756.0,225406.99785077598,0.09749115996902585,11235797.86071453,780.0,0.0,0,0.0,0.0
2010-10-03,0.06,4168700,250122.0,225757.96607660805,0.09740860029662306,341110.8140466244,672.0,0.0,0,0.0,0.0
2010-10-04,0.06,4176350,250581.0,226176.34932126696,0.09739226309549824,1593250.556435478,828.0,0.0,0,0.0,0.0
2010-10-05,0.06,4182650,250959.0,226813.11521448492,0.09621446047169092,6536395.883923451,704.0,0.0,0,0.0,0.0
2010-10-06,0.06,4191200,251472.0,227447.66815737385,0.09553481836000093,421018.80693574296,692.0,0.0,0,0.0,0.0
2010-10-07,0.06,4199200,251952.0,228401.95980472266,0.09347034433256073,767865.4796275481,647.0,0.0,0,0.0,0.0
2010-10-08,0.08,4206900,336552.0,231062.6170733138,0.31344155710465604,1945053.1605916456,813.0,0.0,0,0.0,0.0
2010-10-09,0.09,4214800,379332.0,234860.16808003857,0.38085854059230817,1423876.0626523169,750.0,0.0,0,0.0,0.0
2010-10-10,0.1,4223700,422370.0,237179.74346154707,0.43845504306284283,1177105.7177158538,623.0,0.0,0,0.0,0.0
2010-10-11,0.1,4231650,423165.0,238973.24343004284,0.4352717180531404,532571.4146076035,631.0,0.0,0,0.0,0.0
2010-10-12,0.09,4239400,381546.0,239989.8428914514,0.37100679107774315,388113.40269108815,646.0,0.0,0,0.0,0.0
2010-10-13,0.1,4248200,424820.0,242149.04259070382,0.42999613344309634,3916461.354714119,926.0,0.0,0,0.0,0.0
