,market_price_usd,addresses_with_1000_btc,addresses_with_100_btc,addresses_with_10_btc,addresses_with_1_btc,addresses_with_0.01_btc_x,addresses_with_0.01_btc_y
2013-05-29,129.37,1435.0,11265.0,93045.0,204126.0,523356.0,523356.0
2013-05-30,129.11,1438.0,11274.0,92810.0,203205.0,524015.0,524015.0
2013-05-31,127.95,1444.0,11279.0,92732.0,203736.0,525700.0,525700.0
2013-06-01,128.1,1438.0,11302.0,92818.0,203735.0,526706.0,526706.0
2013-06-02,121.94,1439.0,11317.0,92810.0,202698.0,525427.0,525427.0
2013-06-03,119.12,1434.0,11381.0,92619.0,202438.0,522476.0,522476.0
2013-06-04,120.9,1435.0,11377.0,92531.0,202023.0,522159.0,522159.0
2013-06-05,121.11,1432.0,11388.0,92655.0,201893.0,522956.0,522956.0
2013-06-06,119.73,1445.0,11401.0,92785.0,201802.0,524271.0,524271.0
2013-06-07,112.35,1440.0,11465.0,92884.0,201058.0,523610.0,523610.0
2013-06-08,109.07,1434.0,11431.0,92939.0,200594.0,523576.0,523576.0
2013-06-09,98.0,1430.0,11429.0,93036.0,200110.0,523323.0,523323.0
2013-06-10,104.68,1435.0,11442.0,92941.0,200316.0,524444.0,524444.0
2013-06-11,106.83,1427.0,11461.0,92923.0,201663.0,527791.0,527791.0
2013-06-12,108.85,1430.0,11435.0,92805.0,202228.0,529261.0,529261.0
2013-06-13,105.08,1431.0,11427.0,92800.0,202814.0,531794.0,531794.0
2013-06-14,100.54,1432.0,11432.0,92644.0,203176.0,532740.0,532740.0
2013-06-15,100.38,1430.0,11449.0,92665.0,202029.0,532791.0,532791.0
2013-06-16,99.92,1430.0,11424.0,92801.0,201382.0,533183.0,533183.0
2013-06-17,100.72,1431.0,11419.0,92742.0,203064.0,536245.0,536245.0
2013-06-18,106.87,1433.0,11425.0,92610.0,203176.0,538425.0,538425.0
2013-06-19,106.95,1432.0,11429.0,92632.0,203402.0,540389.0,540389.0
2013-06-20,110.04,1435.0,11430.0,92532.0,201928.0,540075.0,540075.0
2013-06-21,108.13,1444.0,11424.0,92483.0,201218.0,539989.0,539989.0
2013-06-22,105.02,1450.0,11413.0,92455.0,200800.0,540012.0,540012.0
2013-06-23,104.93,1446.0,11371.0,92501.0,200594.0,539094.0,539094.0
2013-06-24,101.35,1451.0,11369.0,92377.0,201545.0,540233.0,540233.0
2013-06-25,103.65,1444.0,11405.0,92297.0,202110.0,542365.0,542365.0
2013-06-26,102.27,1448.0,11422.0,92228.0,203170.0,544671.0,544671.0
2013-06-27,100.59,1450.0,11429.0,92279.0,203530.0,546928.0,546928.0
2013-06-28,95.06,1449.0,11451.0,92114.0,202967.0,546937.0,546937.0
2013-06-29,95.08,1442.0,11454.0,92188.0,202042.0,548433.0,548433.0
2013-06-30,94.26,1445.0,11439.0,92262.0,201708.0,549662.0,549662.0
2013-07-01,89.03,1449.0,11432.0,91764.0,202784.0,551186.0,551186.0
2013-07-02,88.13,1443.0,11431.0,91755.0,203864.0,551403.0,551403.0
2013-07-03,82.75,1450.0,11430.0,91719.0,204695.0,553958.0,553958.0
2013-07-04,77.9,1441.0,11424.0,91754.0,205247.0,555825.0,555825.0
2013-07-05,70.82,1441.0,11490.0,91693.0,206066.0,557719.0,557719.0
2013-07-06,69.05,1436.0,11495.0,91574.0,204012.0,554460.0,554460.0
2013-07-07,70.26,1433.0,11479.0,91713.0,202802.0,554287.0,554287.0
2013-07-08,76.0,1432.0,11492.0,91574.0,204543.0,556632.0,556632.0
2013-07-09,74.49,1429.0,11495.0,91538.0,205713.0,557298.0,557298.0
2013-07-10,81.09,1430.0,11464.0,91645.0,206466.0,560965.0,560965.0
2013-07-11,86.41,1432.0,11472.0,91811.0,206696.0,563118.0,563118.0
2013-07-12,95.07,1426.0,11491.0,91696.0,206435.0,564567.0,564567.0
2013-07-13,91.8,1426.0,11523.0,91963.0,205451.0,563298.0,563298.0
2013-07-14,93.97,1429.0,11518.0,92168.0,205616.0,563584.0,563584.0
2013-07-15,96.51,1435.0,11531.0,92116.0,206561.0,562999.0,562999.0
2013-07-16,95.2,1440.0,11506.0,91996.0,207764.0,565775.0,565775.0
2013-07-17,95.32,1441.0,11477.0,92100.0,209381.0,568786.0,568786.0
2013-07-18,88.31,1434.0,11476.0,92132.0,208539.0,569706.0,569706.0
2013-07-19,89.65,1438.0,11478.0,92083.0,210000.0,572992.0,572992.0
2013-07-20,89.09,1444.0,11415.0,92070.0,209501.0,572303.0,572303.0
2013-07-21,87.78,1447.0,11395.0,92333.0,209286.0,573214.0,573214.0
2013-07-22,88.33,1449.0,11397.0,92019.0,210491.0,575109.0,575109.0
2013-07-23,90.9,1454.0,11429.0,92158.0,212075.0,577205.0,577205.0
2013-07-24,91.07,1456.0,11407.0,91712.0,212501.0,578002.0,578002.0
2013-07-25,93.4,1458.0,11415.0,91586.0,212600.0,577469.0,577469.0
2013-07-26,93.13,1463.0,11405.0,91827.0,213015.0,578471.0,578471.0
2013-07-27,92.72,1467.0,11431.0,91694.0,211851.0,576850.0,576850.0
2013-07-28,96.84,1466.0,11417.0,91816.0,211426.0,577513.0,577513.0
2013-07-29,97.5,1467.0,11414.0,91524.0,212077.0,579423.0,579423.0
2013-07-30,100.15,1501.0,11434.0,91650.0,212827.0,580016.0,580016.0
2013-07-31,104.48,1497.0,11394.0,91574.0,212364.0,578242.0,578242.0
2013-08-01,101.46,1503.0,11392.0,91571.0,212347.0,580702.0,580702.0
2013-08-02,101.33,1505.0,11388.0,91713.0,212331.0,582872.0,582872.0
2013-08-03,100.24,1504.0,11352.0,91677.0,210843.0,584049.0,584049.0
2013-08-04,100.79,1503.0,11373.0,91804.0,209852.0,581518.0,581518.0
2013-08-05,101.91,1512.0,11362.0,91726.0,211024.0,583067.0,583067.0
2013-08-06,102.11,1509.0,11379.0,91749.0,211879.0,585945.0,585945.0
2013-08-07,100.82,1512.0,11388.0,91674.0,213285.0,590130.0,590130.0
2013-08-08,99.23,1515.0,11418.0,91591.0,213199.0,591526.0,591526.0
2013-08-09,97.51,1515.0,11412.0,91722.0,212630.0,592904.0,592904.0
2013-08-10,96.99,1523.0,11429.0,91797.0,212873.0,594871.0,594871.0
2013-08-11,100.37,1523.0,11414.0,91646.0,211039.0,594014.0,594014.0
2013-08-12,102.04,1520.0,11419.0,91844.0,211423.0,592744.0,592744.0
2013-08-13,102.21,1517.0,11434.0,91639.0,212677.0,595763.0,595763.0
2013-08-14,108.21,1516.0,11424.0,91715.0,214337.0,598637.0,598637.0
2013-08-15,105.28,1528.0,11426.0,91681.0,214878.0,601900.0,601900.0
2013-08-16,103.99,1544.0,11492.0,91740.0,215264.0,602026.0,602026.0
2013-08-17,107.16,1551.0,11493.0,91798.0,214660.0,602756.0,602756.0
2013-08-18,109.05,1552.0,11500.0,91893.0,213715.0,602883.0,602883.0
2013-08-19,112.91,1553.0,11487.0,91990.0,215691.0,607295.0,607295.0
2013-08-20,114.14,1559.0,11556.0,92064.0,216963.0,608042.0,608042.0
2013-08-21,115.2,1551.0,11565.0,92170.0,217577.0,609052.0,609052.0
2013-08-22,115.7,1551.0,11556.0,92273.0,217587.0,611272.0,611272.0
2013-08-23,114.32,1564.0,11609.0,92433.0,212278.0,607998.0,607998.0
2013-08-24,114.52,1563.0,11564.0,92386.0,212455.0,608679.0,608679.0
2013-08-25,114.69,1565.0,11616.0,92309.0,209311.0,601804.0,601804.0
2013-08-26,115.53,1563.0,11608.0,92347.0,209377.0,601050.0,601050.0
2013-08-27,124.04,1565.0,11629.0,92563.0,209575.0,592876.0,592876.0
2013-08-28,123.32,1575.0,11633.0,92514.0,210489.0,596174.0,596174.0
2013-08-29,122.43,1573.0,11637.0,92651.0,211408.0,599916.0,599916.0
2013-08-30,131.48,1572.0,11667.0,92753.0,212285.0,598909.0,598909.0
2013-08-31,136.3,1567.0,11722.0,92690.0,212729.0,600924.0,600924.0
2013-09-01,137.57,1578.0,11708.0,92632.0,212693.0,601614.0,601614.0
2013-09-02,136.42,1579.0,11714.0,92795.0,213271.0,603281.0,603281.0
2013-09-03,132.95,1544.0,11741.0,92908.0,214677.0,602967.0,602967.0
2013-09-04,127.63,1547.0,11750.0,92981.0,214927.0,602805.0,602805.0
2013-09-05,119.49,1552.0,11706.0,93116.0,215781.0,605447.0,605447.0
2013-09-06,122.84,1562.0,11715.0,93178.0,215702.0,606748.0,606748.0
2013-09-07,119.91,1557.0,11719.0,93271.0,215594.0,608335.0,608335.0
2013-09-08,125.97,1558.0,11708.0,93256.0,212678.0,607484.0,607484.0
2013-09-09,125.47,1562.0,11739.0,93350.0,213063.0,605678.0,605678.0
2013-09-10,129.3,1558.0,11785.0,93412.0,214110.0,607967.0,607967.0
2013-09-11,132.58,1561.0,11796.0,93668.0,214827.0,610536.0,610536.0
2013-09-12,133.53,1560.0,11806.0,93731.0,215421.0,610720.0,610720.0
2013-09-13,127.68,1560.0,11800.0,93820.0,216314.0,614654.0,614654.0
2013-09-14,128.26,1557.0,11800.0,93900.0,216439.0,617122.0,617122.0
2013-09-15,129.7,1563.0,11817.0,93903.0,216240.0,617922.0,617922.0
2013-09-16,130.41,1568.0,11857.0,93870.0,216755.0,619497.0,619497.0
2013-09-17,131.68,1569.0,11875.0,93902.0,217554.0,621595.0,621595.0
2013-09-18,130.19,1575.0,11865.0,93961.0,217418.0,620239.0,620239.0
2013-09-19,128.85,1569.0,11827.0,94123.0,217938.0,620868.0,620868.0
2013-09-20,127.32,1568.0,11855.0,94161.0,218434.0,622298.0,622298.0
2013-09-21,126.95,1566.0,11877.0,94300.0,218680.0,624380.0,624380.0
2013-09-22,127.0,1573.0,11897.0,94500.0,217387.0,623548.0,623548.0
2013-09-23,125.78,1576.0,11903.0,94614.0,218620.0,624873.0,624873.0
2013-09-24,127.26,1574.0,11930.0,94623.0,219500.0,627856.0,627856.0
2013-09-25,127.7,1572.0,11979.0,94666.0,219997.0,629320.0,629320.0
2013-09-26,130.25,1569.0,11982.0,94776.0,220273.0,632376.0,632376.0
2013-09-27,131.82,1573.0,11978.0,94850.0,220550.0,631340.0,631340.0
2013-09-28,135.98,1575.0,11993.0,94962.0,221037.0,633064.0,633064.0
2013-09-29,132.87,1575.0,12008.0,94875.0,221300.0,634315.0,634315.0
2013-09-30,133.44,1575.0,12002.0,95046.0,221997.0,635839.0,635839.0
2013-10-01,132.76,1567.0,11987.0,95250.0,222847.0,637529.0,637529.0
2013-10-02,120.86,1564.0,12034.0,95015.0,216512.0,626527.0,626527.0
2013-10-03,128.9,1561.0,11954.0,95266.0,217615.0,621063.0,621063.0
2013-10-04,127.33,1560.0,11933.0,95239.0,218422.0,624886.0,624886.0
2013-10-05,127.38,1558.0,11953.0,95186.0,218773.0,624327.0,624327.0
2013-10-06,127.86,1559.0,11975.0,95292.0,219328.0,624953.0,624953.0
2013-10-07,126.57,1563.0,11992.0,95345.0,220413.0,627820.0,627820.0
2013-10-08,131.09,1562.0,12018.0,95460.0,221212.0,630097.0,630097.0
2013-10-09,130.41,1558.0,12075.0,95309.0,222001.0,633566.0,633566.0
2013-10-10,130.67,1558.0,12099.0,95306.0,222659.0,636253.0,636253.0
2013-10-11,133.69,1557.0,12082.0,95287.0,223498.0,638551.0,638551.0
2013-10-12,136.79,1555.0,12144.0,95119.0,223053.0,639845.0,639845.0
2013-10-13,140.06,1556.0,12159.0,95166.0,223320.0,631956.0,631956.0
2013-10-14,145.14,1560.0,12158.0,95197.0,223762.0,634011.0,634011.0
2013-10-15,144.82,1571.0,12040.0,95115.0,223057.0,636617.0,636617.0
2013-10-16,147.37,1582.0,12049.0,95199.0,223541.0,638575.0,638575.0
2013-10-17,154.76,1573.0,12065.0,95359.0,222393.0,639505.0,639505.0
2013-10-18,167.98,1572.0,12021.0,95567.0,223455.0,640128.0,640128.0
2013-10-19,169.62,1572.0,12022.0,95667.0,223708.0,639741.0,639741.0
2013-10-20,182.85,1566.0,12078.0,95732.0,223913.0,641816.0,641816.0
2013-10-21,194.49,1578.0,12086.0,95508.0,224264.0,644412.0,644412.0
2013-10-22,208.9,1587.0,12115.0,95732.0,224437.0,646461.0,646461.0
2013-10-23,195.84,1582.0,12099.0,95754.0,224717.0,647278.0,647278.0
2013-10-24,180.55,1587.0,12115.0,95866.0,224727.0,650295.0,650295.0
2013-10-25,177.73,1486.0,12800.0,96609.0,222942.0,649472.0,649472.0
2013-10-26,195.95,1484.0,12785.0,96875.0,223452.0,652456.0,652456.0
2013-10-27,201.42,1482.0,12823.0,96994.0,223775.0,654906.0,654906.0
2013-10-28,202.0,1483.0,12815.0,97152.0,224291.0,655299.0,655299.0
2013-10-29,204.92,1481.0,12845.0,97198.0,224805.0,658890.0,658890.0
2013-10-30,203.76,1483.0,12752.0,97153.0,224838.0,660990.0,660990.0
2013-10-31,205.74,1480.0,12767.0,97187.0,224024.0,661443.0,661443.0
2013-11-01,208.52,1474.0,12772.0,97169.0,224304.0,664244.0,664244.0
2013-11-02,207.34,1473.0,12834.0,97117.0,224546.0,667200.0,667200.0
2013-11-03,217.19,1478.0,12811.0,97047.0,223991.0,668208.0,668208.0
2013-11-04,234.33,1458.0,12866.0,97161.0,223951.0,669996.0,669996.0
2013-11-05,257.48,1458.0,12869.0,97437.0,224182.0,669894.0,669894.0
2013-11-06,292.1,1461.0,12852.0,97587.0,224723.0,656916.0,656916.0
2013-11-07,316.73,1450.0,12850.0,97791.0,226161.0,662034.0,662034.0
2013-11-08,372.91,1452.0,12864.0,97588.0,226573.0,664587.0,664587.0
2013-11-09,338.34,1464.0,12797.0,97505.0,226285.0,667333.0,667333.0
2013-11-10,339.29,1464.0,12750.0,97397.0,225823.0,668730.0,668730.0
2013-11-11,376.88,1454.0,12837.0,97627.0,225964.0,662212.0,662212.0
2013-11-12,383.04,1456.0,12798.0,97651.0,226324.0,666477.0,666477.0
2013-11-13,425.59,1451.0,12845.0,97860.0,227118.0,668957.0,668957.0
2013-11-14,427.98,1455.0,12790.0,97995.0,227666.0,674214.0,674214.0
2013-11-15,440.34,1458.0,12861.0,98339.0,229057.0,679883.0,679883.0
2013-11-16,481.42,1454.0,12884.0,98439.0,229538.0,685146.0,685146.0
2013-11-17,595.83,1449.0,12840.0,98531.0,230476.0,688239.0,688239.0
2013-11-18,807.42,1446.0,12891.0,99005.0,232767.0,697260.0,697260.0
2013-11-19,567.6,1449.0,12835.0,99061.0,232919.0,699724.0,699724.0
2013-11-20,675.89,1462.0,12887.0,99087.0,232725.0,706182.0,706182.0
2013-11-21,758.16,1447.0,12944.0,99251.0,233581.0,675137.0,675137.0
2013-11-22,896.89,1433.0,12996.0,99251.0,233829.0,677808.0,677808.0
2013-11-23,813.33,1446.0,12988.0,99250.0,234405.0,684447.0,684447.0
2013-11-24,844.19,1445.0,13038.0,99320.0,234308.0,686213.0,686213.0
2013-11-25,847.81,1446.0,13022.0,99522.0,234927.0,692726.0,692726.0
2013-11-26,908.58,1449.0,12979.0,99879.0,236238.0,700668.0,700668.0
2013-11-27,1012.21,1450.0,12951.0,100154.0,237546.0,710040.0,710040.0
2013-11-28,1129.43,1443.0,13021.0,99949.0,239575.0,723728.0,723728.0
2013-11-29,1183.59,1446.0,13034.0,99854.0,240830.0,736173.0,736173.0
2013-11-30,1103.89,1452.0,12997.0,100035.0,242630.0,748799.0,748799.0
2013-12-01,1034.48,1452.0,12989.0,100566.0,243992.0,749192.0,749192.0
2013-12-02,1047.9,1450.0,12997.0,100617.0,244329.0,755448.0,755448.0
2013-12-03,1090.4,1452.0,12964.0,100554.0,244417.0,765162.0,765162.0
2013-12-04,972.6,1454.0,12938.0,100644.0,246135.0,769775.0,769775.0
2013-12-05,1017.03,1457.0,12939.0,100545.0,245836.0,777096.0,777096.0
2013-12-06,683.44,1460.0,12934.0,100805.0,245753.0,782928.0,782928.0
2013-12-07,793.24,1471.0,12875.0,100750.0,246135.0,789928.0,789928.0
2013-12-08,892.2,1482.0,12878.0,100374.0,245179.0,793597.0,793597.0
2013-12-09,934.58,1474.0,12897.0,100426.0,246458.0,803338.0,803338.0
2013-12-10,941.63,1474.0,12929.0,100383.0,247144.0,808484.0,808484.0
2013-12-11,880.86,1444.0,12967.0,100380.0,247714.0,813746.0,813746.0
2013-12-12,922.68,1442.0,12962.0,100144.0,247130.0,818085.0,818085.0
2013-12-13,888.69,1442.0,12952.0,99935.0,246886.0,823639.0,823639.0
2013-12-14,835.08,1441.0,12964.0,100113.0,247877.0,815438.0,815438.0
2013-12-15,812.61,1443.0,12977.0,100077.0,248268.0,803061.0,803061.0
2013-12-16,682.05,1447.0,13046.0,100147.0,249154.0,803799.0,803799.0
2013-12-17,480.0,1443.0,13025.0,100106.0,249369.0,806745.0,806745.0
2013-12-18,586.67,1433.0,12955.0,100327.0,250707.0,809453.0,809453.0
2013-12-19,675.37,1429.0,12952.0,100330.0,250943.0,813395.0,813395.0
2013-12-20,613.65,1421.0,12953.0,100565.0,252463.0,807327.0,807327.0
2013-12-21,635.8,1420.0,12971.0,100460.0,252368.0,808021.0,808021.0
2013-12-22,627.64,1417.0,12971.0,100797.0,253018.0,803616.0,803616.0
2013-12-23,649.26,1420.0,12979.0,100915.0,253661.0,805606.0,805606.0
2013-12-24,658.45,1419.0,13033.0,101102.0,254915.0,812693.0,812693.0
2013-12-25,699.69,1425.0,12995.0,101261.0,255598.0,816184.0,816184.0
2013-12-26,745.22,1421.0,12987.0,101791.0,256353.0,820227.0,820227.0
2013-12-27,730.17,1421.0,13000.0,102020.0,257327.0,826683.0,826683.0
2013-12-28,715.06,1420.0,13011.0,102084.0,257455.0,823559.0,823559.0
2013-12-29,733.41,1421.0,13037.0,101674.0,257491.0,807996.0,807996.0
2013-12-30,730.04,1427.0,13061.0,101221.0,256703.0,810676.0,810676.0
2013-12-31,749.09,1428.0,13081.0,101099.0,256494.0,814157.0,814157.0
2014-01-01,739.91,1445.0,13074.0,101266.0,257053.0,818305.0,818305.0
2014-01-02,805.03,1444.0,13049.0,101227.0,258115.0,821063.0,821063.0
2014-01-03,799.95,1438.0,13035.0,101490.0,258263.0,823718.0,823718.0
2014-01-04,848.13,1440.0,12970.0,101504.0,259056.0,828372.0,828372.0
2014-01-05,972.99,1444.0,13013.0,101675.0,258484.0,831621.0,831621.0
2014-01-06,916.41,1442.0,13024.0,101603.0,257915.0,829866.0,829866.0
2014-01-07,843.64,1444.0,13034.0,101694.0,258530.0,835572.0,835572.0
2014-01-08,828.06,1443.0,13035.0,101715.0,258979.0,840823.0,840823.0
2014-01-09,832.53,1444.0,13026.0,101863.0,259841.0,848504.0,848504.0
2014-01-10,900.84,1443.0,13038.0,101836.0,259992.0,851721.0,851721.0
2014-01-11,858.47,1443.0,13061.0,101888.0,259663.0,853203.0,853203.0
2014-01-12,814.87,1442.0,13055.0,102010.0,260350.0,858566.0,858566.0
2014-01-13,834.27,1443.0,13072.0,101972.0,260753.0,862009.0,862009.0
2014-01-14,828.69,1443.0,13091.0,101944.0,260664.0,864182.0,864182.0
2014-01-15,852.3,1444.0,13081.0,101960.0,261234.0,871915.0,871915.0
2014-01-16,826.02,1442.0,13087.0,101898.0,261085.0,869487.0,869487.0
2014-01-17,805.12,1438.0,13100.0,102076.0,261676.0,876519.0,876519.0
2014-01-18,815.69,1437.0,13088.0,102036.0,262326.0,881607.0,881607.0
2014-01-19,848.15,1439.0,13090.0,102303.0,262952.0,885659.0,885659.0
2014-01-20,847.32,1435.0,13124.0,102333.0,262946.0,887106.0,887106.0
2014-01-21,841.72,1439.0,13096.0,102345.0,263816.0,891696.0,891696.0
2014-01-22,827.27,1438.0,13106.0,102396.0,264680.0,898852.0,898852.0
2014-01-23,817.41,1440.0,13111.0,102448.0,264899.0,897147.0,897147.0
2014-01-24,786.34,1421.0,13068.0,102641.0,265954.0,904404.0,904404.0
2014-01-25,819.28,1424.0,13086.0,102626.0,265893.0,905881.0,905881.0
2014-01-26,848.67,1424.0,13075.0,102694.0,266723.0,911377.0,911377.0
2014-01-27,773.67,1416.0,13073.0,102986.0,267968.0,917988.0,917988.0
2014-01-28,817.38,1415.0,13097.0,102895.0,267657.0,922063.0,922063.0
2014-01-29,828.76,1422.0,13090.0,102887.0,267870.0,929017.0,929017.0
2014-01-30,808.47,1423.0,13112.0,103062.0,268206.0,932712.0,932712.0
2014-01-31,827.63,1426.0,13114.0,103096.0,268987.0,938841.0,938841.0
2014-02-01,836.57,1422.0,13096.0,103184.0,269695.0,945679.0,945679.0
2014-02-02,827.39,1420.0,13083.0,103407.0,270406.0,947657.0,947657.0
2014-02-03,825.43,1422.0,13083.0,103489.0,270720.0,949719.0,949719.0
2014-02-04,830.15,1419.0,13083.0,103601.0,271220.0,954094.0,954094.0
2014-02-05,819.94,1431.0,13096.0,103672.0,272236.0,958330.0,958330.0
2014-02-06,783.72,1430.0,13113.0,103759.0,273115.0,964512.0,964512.0
2014-02-07,724.48,1425.0,13157.0,103938.0,273568.0,967589.0,967589.0
2014-02-08,679.63,1428.0,13138.0,104164.0,274519.0,972489.0,972489.0
2014-02-09,688.47,1427.0,13193.0,104067.0,274704.0,975065.0,975065.0
2014-02-10,678.52,1429.0,13154.0,104462.0,276023.0,981921.0,981921.0
2014-02-11,669.5,1440.0,13129.0,104072.0,275685.0,986264.0,986264.0
2014-02-12,659.68,1440.0,13138.0,104373.0,276745.0,925395.0,925395.0
2014-02-13,616.05,1437.0,13137.0,104340.0,277670.0,917390.0,917390.0
2014-02-14,664.13,1436.0,13126.0,104438.0,278306.0,911346.0,911346.0
2014-02-15,653.42,1428.0,13178.0,104481.0,278747.0,911837.0,911837.0
2014-02-16,618.06,1429.0,13145.0,104674.0,279451.0,913507.0,913507.0
2014-02-17,630.83,1426.0,13129.0,104614.0,279672.0,906127.0,906127.0
2014-02-18,627.85,1425.0,13115.0,104617.0,279911.0,907880.0,907880.0
2014-02-19,625.52,1429.0,13132.0,104689.0,279937.0,910389.0,910389.0
2014-02-20,563.93,1428.0,13130.0,104766.0,280208.0,916211.0,916211.0
2014-02-21,573.37,1426.0,13142.0,104778.0,281654.0,920691.0,920691.0
2014-02-22,600.87,1427.0,13144.0,104752.0,281238.0,923006.0,923006.0
2014-02-23,612.29,1428.0,13160.0,104779.0,281077.0,926194.0,926194.0
2014-02-24,552.42,1422.0,13217.0,105079.0,281913.0,930696.0,930696.0
2014-02-25,536.13,1436.0,13210.0,105188.0,283658.0,936452.0,936452.0
2014-02-26,584.5,1423.0,13203.0,104948.0,285699.0,938642.0,938642.0
2014-02-27,581.78,1426.0,13220.0,105041.0,285069.0,942742.0,942742.0
2014-02-28,552.85,1425.0,13234.0,105111.0,286297.0,937466.0,937466.0
2014-03-01,567.1,1428.0,13236.0,105417.0,286628.0,940870.0,940870.0
2014-03-02,557.22,1425.0,13241.0,105609.0,287315.0,942742.0,942742.0
2014-03-03,661.22,1435.0,13279.0,105704.0,287913.0,951283.0,951283.0
2014-03-04,667.51,1416.0,13314.0,105861.0,288697.0,957604.0,957604.0
2014-03-05,662.57,1417.0,13332.0,105914.0,287931.0,957645.0,957645.0
2014-03-06,659.12,1421.0,13316.0,106024.0,288372.0,960967.0,960967.0
2014-03-07,629.78,1477.0,13583.0,106761.0,289608.0,966293.0,966293.0
2014-03-08,618.22,1418.0,13677.0,110334.0,295289.0,975168.0,975168.0
2014-03-09,637.41,1422.0,13446.0,112156.0,300229.0,982863.0,982863.0
2014-03-10,626.79,1438.0,13484.0,110993.0,296948.0,978091.0,978091.0
2014-03-11,632.15,1437.0,13424.0,111276.0,296066.0,975226.0,975226.0
2014-03-12,632.58,1442.0,13512.0,110852.0,294647.0,971734.0,971734.0
2014-03-13,638.13,1463.0,13543.0,110760.0,294499.0,974780.0,974780.0
2014-03-14,628.6,1459.0,13648.0,109189.0,292780.0,950321.0,950321.0
2014-03-15,635.17,1510.0,14567.0,107676.0,291547.0,951192.0,951192.0
2014-03-16,630.47,1508.0,14593.0,107826.0,292016.0,954021.0,954021.0
2014-03-17,622.15,1505.0,14607.0,107897.0,292184.0,955783.0,955783.0
2014-03-18,614.3,1501.0,14648.0,108145.0,293335.0,962035.0,962035.0
2014-03-19,610.58,1504.0,14643.0,108346.0,293552.0,968692.0,968692.0
2014-03-20,589.69,1508.0,14617.0,108465.0,293894.0,969790.0,969790.0
2014-03-21,582.89,1518.0,14636.0,108492.0,294208.0,970556.0,970556.0
2014-03-22,565.35,1516.0,14633.0,108537.0,294049.0,967849.0,967849.0
2014-03-23,565.74,1513.0,14626.0,108665.0,294717.0,972761.0,972761.0
2014-03-24,564.58,1512.0,14651.0,108743.0,295422.0,975706.0,975706.0
2014-03-25,578.71,1512.0,14655.0,108862.0,295835.0,979936.0,979936.0
2014-03-26,580.96,1510.0,14655.0,108989.0,296165.0,982893.0,982893.0
2014-03-27,542.8,1519.0,14630.0,108941.0,296764.0,987319.0,987319.0
2014-03-28,502.51,1510.0,14655.0,108939.0,297012.0,988143.0,988143.0
2014-03-29,498.63,1512.0,14652.0,109019.0,297329.0,991942.0,991942.0
2014-03-30,471.35,1509.0,14633.0,109185.0,298020.0,996079.0,996079.0
2014-03-31,458.66,1505.0,14602.0,109240.0,298083.0,999187.0,999187.0
2014-04-01,462.36,1508.0,14592.0,109241.0,298519.0,1004029.0,1004029.0
2014-04-02,466.43,1505.0,14584.0,109299.0,298969.0,1008360.0,1008360.0
2014-04-03,433.21,1512.0,14603.0,109379.0,299834.0,1005957.0,1005957.0
2014-04-04,442.72,1511.0,14589.0,109472.0,300065.0,1008246.0,1008246.0
2014-04-05,451.66,1508.0,14595.0,109650.0,300574.0,1011958.0,1011958.0
2014-04-06,459.94,1510.0,14593.0,109667.0,300701.0,1017093.0,1017093.0
2014-04-07,455.07,1507.0,14573.0,109774.0,301741.0,1021241.0,1021241.0
2014-04-08,450.72,1510.0,14577.0,109759.0,301886.0,1024362.0,1024362.0
2014-04-09,450.03,1514.0,14576.0,109799.0,301915.0,1025269.0,1025269.0
2014-04-10,408.83,1520.0,14565.0,109721.0,302375.0,1026862.0,1026862.0
2014-04-11,403.75,1518.0,14538.0,109617.0,302222.0,1030003.0,1030003.0
2014-04-12,425.91,1517.0,14553.0,109617.0,302322.0,1031756.0,1031756.0
2014-04-13,416.28,1516.0,14551.0,109752.0,302997.0,1035895.0,1035895.0
2014-04-14,445.87,1513.0,14552.0,109760.0,302791.0,1037248.0,1037248.0
2014-04-15,487.35,1512.0,14564.0,109870.0,303463.0,1024778.0,1024778.0
2014-04-16,516.28,1514.0,14564.0,109879.0,303380.0,1020644.0,1020644.0
2014-04-17,505.38,1510.0,14561.0,109989.0,304075.0,1021549.0,1021549.0
2014-04-18,485.89,1508.0,14562.0,110120.0,304658.0,1024677.0,1024677.0
2014-04-19,491.3,1507.0,14576.0,110182.0,304755.0,1024267.0,1024267.0
2014-04-20,502.08,1508.0,14594.0,110237.0,304798.0,1027208.0,1027208.0
2014-04-21,500.48,1508.0,14579.0,110270.0,305263.0,1029954.0,1029954.0
2014-04-22,494.76,1509.0,14582.0,110376.0,305399.0,1035255.0,1035255.0
2014-04-23,490.11,1510.0,14595.0,110486.0,305818.0,1040037.0,1040037.0
2014-04-24,490.35,1509.0,14603.0,110594.0,306285.0,1039893.0,1039893.0
2014-04-25,463.39,1512.0,14583.0,110528.0,305958.0,1042022.0,1042022.0
2014-04-26,456.28,1511.0,14586.0,110523.0,305990.0,1045747.0,1045747.0
2014-04-27,452.04,1509.0,14599.0,110630.0,306403.0,1044238.0,1044238.0
2014-04-28,436.49,1518.0,14584.0,110711.0,306775.0,1049641.0,1049641.0
2014-04-29,444.28,1515.0,14605.0,110777.0,307028.0,1049902.0,1049902.0
2014-04-30,445.96,1517.0,14611.0,110938.0,307400.0,1053370.0,1053370.0
