,market_price_usd,addresses_with_1000_btc,addresses_with_100_btc,addresses_with_10_btc,addresses_with_1_btc,addresses_with_0.01_btc_x,addresses_with_0.01_btc_y
2010-08-17,0.07,159.0,733.0,51011.0,52871.0,54909.0,54909.0
2010-08-18,0.07,165.0,734.0,50965.0,52823.0,54915.0,54915.0
2010-08-19,0.07,164.0,741.0,51040.0,52901.0,55034.0,55034.0
2010-08-20,0.07,168.0,742.0,51085.0,52951.0,55103.0,55103.0
2010-08-21,0.07,169.0,745.0,51176.0,53041.0,55225.0,55225.0
2010-08-22,0.06,171.0,755.0,51219.0,53089.0,55294.0,55294.0
2010-08-23,0.07,174.0,764.0,51273.0,53143.0,55359.0,55359.0
2010-08-24,0.07,176.0,769.0,51328.0,53193.0,55449.0,55449.0
2010-08-25,0.07,178.0,777.0,51454.0,53322.0,55597.0,55597.0
2010-08-26,0.07,179.0,787.0,51534.0,53322.0,55601.0,55601.0
2010-08-27,0.06,179.0,791.0,51584.0,53370.0,55671.0,55671.0
2010-08-28,0.06,180.0,797.0,51652.0,53442.0,55772.0,55772.0
2010-08-29,0.06,181.0,806.0,51767.0,53560.0,55908.0,55908.0
2010-08-30,0.06,186.0,808.0,51836.0,53605.0,55993.0,55993.0
2010-08-31,0.06,192.0,796.0,51817.0,53582.0,55995.0,55995.0
2010-09-01,0.06,195.0,801.0,51876.0,53637.0,56084.0,56084.0
2010-09-02,0.06,198.0,804.0,51887.0,53649.0,56117.0,56117.0
2010-09-03,0.06,196.0,810.0,51980.0,53747.0,56247.0,56247.0
2010-09-04,0.06,196.0,813.0,52033.0,53802.0,56343.0,56343.0
2010-09-05,0.06,198.0,812.0,52089.0,53861.0,56396.0,56396.0
2010-09-06,0.06,200.0,819.0,52110.0,53884.0,56450.0,56450.0
2010-09-07,0.06,201.0,822.0,52180.0,53958.0,56542.0,56542.0
2010-09-08,0.06,202.0,830.0,52267.0,54049.0,56640.0,56640.0
2010-09-09,0.06,205.0,832.0,52331.0,54121.0,56730.0,56730.0
2010-09-10,0.06,205.0,834.0,52413.0,54201.0,56834.0,56834.0
2010-09-11,0.06,208.0,833.0,52516.0,54307.0,56939.0,56939.0
2010-09-12,0.06,212.0,834.0,52455.0,54253.0,56914.0,56914.0
2010-09-13,0.06,216.0,848.0,52508.0,54304.0,56982.0,56982.0
2010-09-14,0.06,220.0,848.0,52585.0,54388.0,57071.0,57071.0
2010-09-15,0.06,221.0,840.0,52647.0,54454.0,57161.0,57161.0
2010-09-16,0.06,220.0,837.0,52665.0,54468.0,57180.0,57180.0
2010-09-17,0.06,223.0,846.0,52263.0,54069.0,56797.0,56797.0
2010-09-18,0.06,223.0,850.0,52384.0,54182.0,56925.0,56925.0
2010-09-19,0.06,226.0,857.0,52349.0,54147.0,56942.0,56942.0
2010-09-20,0.06,227.0,858.0,52441.0,54244.0,57051.0,57051.0
2010-09-21,0.06,231.0,871.0,52438.0,54249.0,57081.0,57081.0
2010-09-22,0.06,232.0,881.0,52519.0,54321.0,57193.0,57193.0
2010-09-23,0.06,232.0,878.0,52579.0,54396.0,57265.0,57265.0
2010-09-24,0.06,233.0,880.0,52667.0,54504.0,57381.0,57381.0
2010-09-25,0.06,232.0,887.0,52727.0,54555.0,57433.0,57433.0
2010-09-26,0.06,231.0,885.0,52808.0,54638.0,57509.0,57509.0
2010-09-27,0.06,234.0,892.0,52532.0,54362.0,57251.0,57251.0
2010-09-28,0.06,236.0,894.0,51635.0,53455.0,56330.0,56330.0
2010-09-29,0.06,239.0,900.0,51635.0,53448.0,56378.0,56378.0
2010-09-30,0.06,242.0,900.0,51672.0,53489.0,56491.0,56491.0
2010-10-01,0.06,244.0,897.0,51726.0,53542.0,56563.0,56563.0
2010-10-02,0.06,238.0,890.0,51727.0,53556.0,56617.0,56617.0
2010-10-03,0.06,239.0,897.0,51767.0,53605.0,56690.0,56690.0
2010-10-04,0.06,247.0,910.0,51698.0,53520.0,56642.0,56642.0
2010-10-05,0.06,247.0,909.0,51756.0,53583.0,56693.0,56693.0
2010-10-06,0.06,248.0,910.0,51803.0,53640.0,56765.0,56765.0
2010-10-07,0.06,239.0,909.0,51790.0,53636.0,56775.0,56775.0
2010-10-08,0.08,241.0,919.0,51675.0,53525.0,56686.0,56686.0
2010-10-09,0.09,244.0,921.0,51671.0,53517.0,56697.0,56697.0
2010-10-10,0.1,242.0,911.0,51744.0,53596.0,56803.0,56803.0
2010-10-11,0.1,245.0,920.0,51781.0,53642.0,56884.0,56884.0
2010-10-12,0.09,243.0,930.0,51812.0,53678.0,56954.0,56954.0
2010-10-13,0.1,251.0,938.0,51598.0,53474.0,56777.0,56777.0
2010-10-14,0.1,249.0,946.0,51674.0,53555.0,56864.0,56864.0
2010-10-15,0.1,251.0,956.0,51744.0,53633.0,56959.0,56959.0
2010-10-16,0.1,254.0,958.0,51617.0,53519.0,56891.0,56891.0
2010-10-17,0.1,254.0,967.0,51722.0,53614.0,57020.0,57020.0
2010-10-18,0.1,253.0,972.0,51835.0,53725.0,57140.0,57140.0
2010-10-19,0.1,259.0,975.0,51982.0,53868.0,57368.0,57368.0
2010-10-20,0.1,258.0,983.0,52104.0,54015.0,57494.0,57494.0
2010-10-21,0.1,259.0,995.0,52117.0,54026.0,57521.0,57521.0
2010-10-22,0.11,261.0,990.0,52183.0,54087.0,57595.0,57595.0
2010-10-23,0.11,261.0,991.0,52250.0,54160.0,57727.0,57727.0
2010-10-24,0.11,261.0,991.0,52328.0,54246.0,57897.0,57897.0
2010-10-25,0.15,262.0,992.0,52421.0,54338.0,57963.0,57963.0
2010-10-26,0.16,259.0,990.0,52582.0,54495.0,58190.0,58190.0
2010-10-27,0.18,260.0,980.0,52577.0,54501.0,58240.0,58240.0
2010-10-28,0.19,262.0,985.0,52526.0,54460.0,58256.0,58256.0
2010-10-29,0.19,268.0,993.0,52626.0,54545.0,58292.0,58292.0
2010-10-30,0.19,267.0,994.0,52721.0,54627.0,58404.0,58404.0
2010-10-31,0.19,270.0,1000.0,52690.0,54601.0,58428.0,58428.0
2010-11-01,0.19,268.0,1007.0,52794.0,54709.0,58505.0,58505.0
2010-11-02,0.19,268.0,1015.0,52899.0,54817.0,58615.0,58615.0
2010-11-03,0.19,270.0,1022.0,52974.0,54895.0,58710.0,58710.0
2010-11-04,0.21,271.0,1019.0,53012.0,54936.0,58767.0,58767.0
2010-11-05,0.24,273.0,1017.0,53014.0,54936.0,58716.0,58716.0
2010-11-06,0.29,273.0,1016.0,53125.0,55048.0,58852.0,58852.0
2010-11-07,0.36,277.0,1035.0,53237.0,55166.0,58981.0,58981.0
2010-11-08,0.32,280.0,1038.0,52559.0,54500.0,58352.0,58352.0
2010-11-09,0.27,285.0,1046.0,52649.0,54583.0,58449.0,58449.0
2010-11-10,0.2,289.0,1062.0,52741.0,54693.0,58586.0,58586.0
2010-11-11,0.22,297.0,1064.0,52855.0,54812.0,58747.0,58747.0
2010-11-12,0.26,299.0,1076.0,52933.0,54888.0,58849.0,58849.0
2010-11-13,0.29,301.0,1095.0,53020.0,54977.0,58930.0,58930.0
2010-11-14,0.28,307.0,1106.0,52813.0,54779.0,58794.0,58794.0
2010-11-15,0.27,307.0,1112.0,52912.0,54875.0,58943.0,58943.0
2010-11-16,0.25,312.0,1120.0,52909.0,54872.0,59015.0,59015.0
2010-11-17,0.26,310.0,1137.0,53025.0,54995.0,59177.0,59177.0
2010-11-18,0.27,312.0,1146.0,53158.0,55134.0,59335.0,59335.0
2010-11-19,0.27,315.0,1159.0,53163.0,55141.0,59372.0,59372.0
2010-11-20,0.28,312.0,1167.0,53236.0,55240.0,59535.0,59535.0
2010-11-21,0.28,311.0,1168.0,53292.0,55296.0,59665.0,59665.0
2010-11-22,0.28,310.0,1172.0,53368.0,55357.0,59774.0,59774.0
2010-11-23,0.28,315.0,1161.0,53371.0,55356.0,59803.0,59803.0
2010-11-24,0.28,317.0,1168.0,53374.0,55369.0,59843.0,59843.0
2010-11-25,0.28,314.0,1168.0,53433.0,55427.0,60002.0,60002.0
2010-11-26,0.28,316.0,1180.0,53501.0,55501.0,60154.0,60154.0
2010-11-27,0.28,318.0,1186.0,53532.0,55529.0,60249.0,60249.0
2010-11-28,0.28,316.0,1190.0,53662.0,55659.0,60414.0,60414.0
2010-11-29,0.25,318.0,1193.0,53661.0,55663.0,60441.0,60441.0
2010-11-30,0.21,314.0,1191.0,53750.0,55758.0,60612.0,60612.0
2010-12-01,0.21,318.0,1198.0,53588.0,55597.0,60626.0,60626.0
2010-12-02,0.24,315.0,1203.0,53600.0,55617.0,60715.0,60715.0
2010-12-03,0.25,314.0,1208.0,53481.0,55501.0,60657.0,60657.0
2010-12-04,0.23,313.0,1202.0,53613.0,55632.0,60871.0,60871.0
2010-12-05,0.21,315.0,1205.0,53738.0,55761.0,61073.0,61073.0
2010-12-06,0.2,319.0,1222.0,53910.0,55931.0,61311.0,61311.0
2010-12-07,0.22,327.0,1233.0,53868.0,55893.0,61398.0,61398.0
2010-12-08,0.23,328.0,1236.0,53994.0,56021.0,61604.0,61604.0
2010-12-09,0.21,325.0,1244.0,54099.0,56122.0,61776.0,61776.0
2010-12-10,0.19,323.0,1246.0,54198.0,56232.0,61971.0,61971.0
2010-12-11,0.22,324.0,1250.0,54302.0,56345.0,62272.0,62272.0
2010-12-12,0.21,325.0,1262.0,54378.0,56428.0,62623.0,62623.0
2010-12-13,0.22,329.0,1268.0,53953.0,56003.0,62453.0,62453.0
2010-12-14,0.23,331.0,1273.0,54042.0,56090.0,62754.0,62754.0
2010-12-15,0.24,330.0,1268.0,54165.0,56216.0,63034.0,63034.0
2010-12-16,0.25,336.0,1279.0,54225.0,56283.0,63228.0,63228.0
2010-12-17,0.25,335.0,1278.0,54328.0,56413.0,63412.0,63412.0
2010-12-18,0.25,336.0,1276.0,54445.0,56543.0,63661.0,63661.0
2010-12-19,0.24,338.0,1287.0,54417.0,56513.0,63770.0,63770.0
2010-12-20,0.26,340.0,1297.0,54402.0,56525.0,63849.0,63849.0
2010-12-21,0.25,344.0,1307.0,54503.0,56636.0,64052.0,64052.0
2010-12-22,0.25,346.0,1317.0,54460.0,56618.0,64171.0,64171.0
2010-12-23,0.25,346.0,1320.0,54588.0,56762.0,64388.0,64388.0
2010-12-24,0.25,346.0,1318.0,54670.0,56848.0,64569.0,64569.0
2010-12-25,0.25,349.0,1322.0,54751.0,56961.0,64865.0,64865.0
2010-12-26,0.25,350.0,1332.0,54822.0,57054.0,65073.0,65073.0
2010-12-27,0.26,353.0,1334.0,54649.0,56887.0,64986.0,64986.0
2010-12-28,0.27,349.0,1342.0,54798.0,57047.0,65233.0,65233.0
2010-12-29,0.29,356.0,1361.0,54830.0,57084.0,65320.0,65320.0
2010-12-30,0.3,359.0,1368.0,54865.0,57135.0,65432.0,65432.0
2010-12-31,0.29,362.0,1373.0,54976.0,57251.0,65603.0,65603.0
2011-01-01,0.3,365.0,1370.0,55092.0,57367.0,65792.0,65792.0
2011-01-02,0.3,366.0,1378.0,55116.0,57404.0,65891.0,65891.0
2011-01-03,0.3,365.0,1392.0,55049.0,57340.0,65945.0,65945.0
2011-01-04,0.29,369.0,1396.0,55114.0,57407.0,66138.0,66138.0
2011-01-05,0.3,371.0,1398.0,55033.0,57317.0,66092.0,66092.0
2011-01-06,0.3,376.0,1407.0,55004.0,57281.0,66145.0,66145.0
2011-01-07,0.31,377.0,1415.0,55033.0,57318.0,66286.0,66286.0
2011-01-08,0.31,373.0,1421.0,55140.0,57437.0,66471.0,66471.0
2011-01-09,0.32,376.0,1429.0,55194.0,57494.0,66616.0,66616.0
2011-01-10,0.32,375.0,1434.0,55308.0,57614.0,66796.0,66796.0
2011-01-11,0.32,376.0,1435.0,55352.0,57657.0,66937.0,66937.0
2011-01-12,0.34,378.0,1438.0,55466.0,57785.0,67116.0,67116.0
2011-01-13,0.36,379.0,1439.0,55272.0,57602.0,67001.0,67001.0
2011-01-14,0.39,381.0,1448.0,55114.0,57452.0,66916.0,66916.0
2011-01-15,0.39,384.0,1449.0,55197.0,57559.0,67118.0,67118.0
2011-01-16,0.39,380.0,1449.0,55245.0,57594.0,67230.0,67230.0
2011-01-17,0.35,377.0,1444.0,55374.0,57743.0,67450.0,67450.0
2011-01-18,0.32,378.0,1446.0,55367.0,57749.0,67559.0,67559.0
2011-01-19,0.31,378.0,1442.0,55346.0,57741.0,67665.0,67665.0
2011-01-20,0.35,379.0,1445.0,55472.0,57889.0,67860.0,67860.0
2011-01-21,0.4,380.0,1450.0,55416.0,57852.0,67960.0,67960.0
2011-01-22,0.43,378.0,1461.0,55420.0,57883.0,68094.0,68094.0
2011-01-23,0.44,375.0,1459.0,55330.0,57790.0,68084.0,68084.0
2011-01-24,0.41,378.0,1472.0,55438.0,57908.0,68267.0,68267.0
2011-01-25,0.42,377.0,1481.0,55505.0,57980.0,68442.0,68442.0
2011-01-26,0.41,340.0,1367.0,55354.0,57838.0,68540.0,68540.0
2011-01-27,0.44,345.0,1376.0,55394.0,57871.0,68485.0,68485.0
2011-01-28,0.43,348.0,1377.0,55434.0,57941.0,68676.0,68676.0
2011-01-29,0.44,348.0,1384.0,55536.0,58045.0,68813.0,68813.0
2011-01-30,0.46,348.0,1399.0,55576.0,58099.0,68925.0,68925.0
2011-01-31,0.51,346.0,1407.0,55530.0,58074.0,69009.0,69009.0
2011-02-01,0.74,342.0,1415.0,55424.0,57978.0,69010.0,69010.0
2011-02-02,0.73,344.0,1396.0,55478.0,58043.0,69066.0,69066.0
2011-02-03,0.71,345.0,1388.0,55551.0,58159.0,69135.0,69135.0
2011-02-04,0.8,348.0,1380.0,55569.0,58194.0,69224.0,69224.0
2011-02-05,0.86,351.0,1367.0,55549.0,58182.0,69172.0,69172.0
2011-02-06,0.87,350.0,1368.0,55630.0,58271.0,69260.0,69260.0
2011-02-07,0.86,347.0,1386.0,55715.0,58356.0,69347.0,69347.0
2011-02-08,0.9,349.0,1390.0,55821.0,58479.0,69432.0,69432.0
2011-02-09,0.96,349.0,1392.0,55862.0,58521.0,69741.0,69741.0
2011-02-10,0.96,348.0,1406.0,55941.0,58620.0,70386.0,70386.0
2011-02-11,0.99,355.0,1430.0,55907.0,58569.0,71268.0,71268.0
2011-02-12,1.06,359.0,1431.0,55964.0,58677.0,72015.0,72015.0
2011-02-13,1.05,362.0,1440.0,55895.0,58661.0,72403.0,72403.0
2011-02-14,1.06,364.0,1459.0,55629.0,58424.0,72164.0,72164.0
2011-02-15,1.05,362.0,1471.0,55769.0,58601.0,72506.0,72506.0
2011-02-16,1.04,365.0,1477.0,55891.0,58749.0,72764.0,72764.0
2011-02-17,1.04,365.0,1494.0,56039.0,58940.0,73502.0,73502.0
2011-02-18,0.89,371.0,1504.0,55996.0,58966.0,73965.0,73965.0
2011-02-19,0.91,373.0,1506.0,56050.0,59047.0,74284.0,74284.0
2011-02-20,0.85,376.0,1501.0,56158.0,59173.0,74760.0,74760.0
2011-02-21,0.84,379.0,1518.0,56268.0,59293.0,75377.0,75377.0
2011-02-22,0.88,382.0,1521.0,56317.0,59309.0,75942.0,75942.0
2011-02-23,0.9,377.0,1543.0,56435.0,59458.0,76583.0,76583.0
2011-02-24,0.95,378.0,1546.0,56453.0,59511.0,77043.0,77043.0
2011-02-25,0.96,387.0,1552.0,56478.0,59552.0,77602.0,77602.0
2011-02-26,0.94,392.0,1566.0,56453.0,59542.0,77896.0,77896.0
2011-02-27,0.93,388.0,1569.0,56500.0,59613.0,78351.0,78351.0
2011-02-28,0.88,401.0,1594.0,56540.0,59695.0,78792.0,78792.0
2011-03-01,0.95,395.0,1586.0,56575.0,59739.0,79749.0,79749.0
2011-03-02,0.92,431.0,1616.0,56619.0,59819.0,80023.0,80023.0
2011-03-03,0.92,435.0,1641.0,56764.0,60003.0,80766.0,80766.0
2011-03-04,0.91,438.0,1648.0,56890.0,60144.0,81185.0,81185.0
2011-03-05,0.88,441.0,1664.0,56847.0,60119.0,81462.0,81462.0
2011-03-06,0.85,444.0,1669.0,56911.0,60197.0,81884.0,81884.0
2011-03-07,0.89,445.0,1680.0,56912.0,60216.0,82256.0,82256.0
2011-03-08,0.87,445.0,1679.0,57045.0,60389.0,82681.0,82681.0
2011-03-09,0.85,449.0,1683.0,57107.0,60489.0,82913.0,82913.0
2011-03-10,0.89,457.0,1700.0,57191.0,60612.0,83200.0,83200.0
2011-03-11,0.89,460.0,1709.0,57216.0,60667.0,83378.0,83378.0
2011-03-12,0.9,461.0,1720.0,57267.0,60749.0,83540.0,83540.0
2011-03-13,0.9,464.0,1729.0,57283.0,60783.0,83720.0,83720.0
2011-03-14,0.89,465.0,1742.0,57080.0,60620.0,83625.0,83625.0
2011-03-15,0.88,469.0,1749.0,57096.0,60651.0,83783.0,83783.0
2011-03-16,0.85,469.0,1754.0,56986.0,60546.0,83795.0,83795.0
2011-03-17,0.84,463.0,1753.0,57017.0,60626.0,84028.0,84028.0
2011-03-18,0.77,464.0,1762.0,56914.0,60540.0,84092.0,84092.0
2011-03-19,0.76,466.0,1769.0,56962.0,60610.0,84300.0,84300.0
2011-03-20,0.77,469.0,1779.0,57047.0,60706.0,84518.0,84518.0
2011-03-21,0.75,471.0,1778.0,57103.0,60790.0,85307.0,85307.0
2011-03-22,0.78,473.0,1790.0,57146.0,60861.0,85793.0,85793.0
2011-03-23,0.83,473.0,1791.0,57175.0,60919.0,87114.0,87114.0
2011-03-24,0.88,473.0,1806.0,57273.0,61076.0,87862.0,87862.0
2011-03-25,0.88,474.0,1818.0,57377.0,61245.0,88282.0,88282.0
2011-03-26,0.87,476.0,1829.0,57389.0,61310.0,88625.0,88625.0
2011-03-27,0.83,483.0,1840.0,57433.0,61430.0,89371.0,89371.0
2011-03-28,0.81,485.0,1847.0,57483.0,61562.0,89372.0,89372.0
2011-03-29,0.79,486.0,1852.0,57581.0,61707.0,89649.0,89649.0
2011-03-30,0.79,489.0,1864.0,57640.0,61815.0,89940.0,89940.0
2011-03-31,0.79,490.0,1876.0,57748.0,61980.0,90284.0,90284.0
2011-04-01,0.78,489.0,1881.0,57830.0,62134.0,90494.0,90494.0
2011-04-02,0.79,493.0,1900.0,57947.0,62319.0,90811.0,90811.0
2011-04-03,0.78,493.0,1913.0,58065.0,62480.0,91267.0,91267.0
2011-04-04,0.69,500.0,1917.0,58000.0,62468.0,91665.0,91665.0
2011-04-05,0.67,503.0,1933.0,58086.0,62636.0,92103.0,92103.0
2011-04-06,0.72,508.0,1947.0,58134.0,62707.0,92476.0,92476.0
2011-04-07,0.75,507.0,1953.0,58204.0,62805.0,92704.0,92704.0
2011-04-08,0.76,508.0,1974.0,58241.0,62875.0,92996.0,92996.0
2011-04-09,0.74,511.0,1978.0,58346.0,63017.0,93372.0,93372.0
2011-04-10,0.74,513.0,1992.0,58430.0,63144.0,93713.0,93713.0
2011-04-11,0.77,517.0,1998.0,58379.0,63128.0,93920.0,93920.0
2011-04-12,0.85,525.0,2022.0,58311.0,63005.0,94050.0,94050.0
2011-04-13,0.93,527.0,2034.0,58237.0,62963.0,94144.0,94144.0
2011-04-14,0.95,520.0,2043.0,58275.0,63028.0,95469.0,95469.0
2011-04-15,1.0,520.0,2066.0,58349.0,63144.0,95524.0,95524.0
2011-04-16,1.04,530.0,2097.0,58344.0,63160.0,94327.0,94327.0
2011-04-17,1.08,527.0,2116.0,58427.0,63306.0,94589.0,94589.0
2011-04-18,1.15,523.0,2142.0,58458.0,63384.0,94828.0,94828.0
2011-04-19,1.18,495.0,2030.0,58380.0,63395.0,95299.0,95299.0
2011-04-20,1.16,501.0,2020.0,58424.0,63481.0,95440.0,95440.0
2011-04-21,1.18,499.0,2072.0,58630.0,63698.0,95886.0,95886.0
2011-04-22,1.29,504.0,2092.0,58672.0,63750.0,96176.0,96176.0
2011-04-23,1.55,507.0,2149.0,58638.0,63781.0,96352.0,96352.0
2011-04-24,1.67,512.0,2166.0,58723.0,63903.0,96595.0,96595.0
2011-04-25,1.58,512.0,2177.0,58764.0,64021.0,97074.0,97074.0
2011-04-26,1.67,516.0,2189.0,58840.0,64122.0,97385.0,97385.0
2011-04-27,1.89,519.0,2201.0,58744.0,64063.0,97652.0,97652.0
2011-04-28,2.03,527.0,2220.0,58741.0,64113.0,98107.0,98107.0
2011-04-29,2.59,526.0,2256.0,58780.0,64252.0,98541.0,98541.0
2011-04-30,3.29,508.0,2233.0,58695.0,64266.0,99056.0,99056.0
2011-05-01,3.14,511.0,2261.0,58653.0,64362.0,99547.0,99547.0
2011-05-02,3.24,510.0,2282.0,58704.0,64459.0,99850.0,99850.0
2011-05-03,3.32,512.0,2291.0,58702.0,64486.0,100234.0,100234.0
2011-05-04,3.44,512.0,2313.0,58503.0,64345.0,100434.0,100434.0
2011-05-05,3.41,513.0,2356.0,58541.0,64457.0,100883.0,100883.0
2011-05-06,3.48,519.0,2379.0,58682.0,64723.0,101531.0,101531.0
2011-05-07,3.61,517.0,2402.0,58673.0,64821.0,101793.0,101793.0
2011-05-08,3.77,522.0,2428.0,58787.0,65058.0,102452.0,102452.0
2011-05-09,3.8,528.0,2447.0,58781.0,65047.0,102755.0,102755.0
2011-05-10,4.74,521.0,2509.0,58759.0,65134.0,103046.0,103046.0
2011-05-11,5.35,515.0,2510.0,58617.0,65085.0,103474.0,103474.0
2011-05-12,5.83,512.0,2548.0,58681.0,65336.0,103858.0,103858.0
2011-05-13,7.48,516.0,2578.0,58505.0,65224.0,103932.0,103932.0
2011-05-14,7.86,523.0,2614.0,58601.0,65443.0,104791.0,104791.0
2011-05-15,6.74,515.0,2620.0,58673.0,65736.0,105727.0,105727.0
2011-05-16,7.77,516.0,2632.0,58652.0,65822.0,108713.0,108713.0
2011-05-17,7.52,516.0,2658.0,58810.0,66233.0,110506.0,110506.0
2011-05-18,7.14,519.0,2670.0,58754.0,66434.0,112375.0,112375.0
2011-05-19,6.96,523.0,2712.0,58738.0,66620.0,114798.0,114798.0
2011-05-20,6.28,532.0,2732.0,58864.0,66850.0,116498.0,116498.0
2011-05-21,5.97,520.0,2670.0,59374.0,67531.0,117617.0,117617.0
2011-05-22,6.47,524.0,2677.0,59574.0,68010.0,118678.0,118678.0
2011-05-23,7.1,532.0,2734.0,59491.0,68285.0,119630.0,119630.0
2011-05-24,7.23,535.0,2786.0,59603.0,68587.0,121683.0,121683.0
2011-05-25,7.98,541.0,2831.0,59693.0,69267.0,124292.0,124292.0
2011-05-26,8.55,545.0,2861.0,59738.0,70001.0,125605.0,125605.0
2011-05-27,8.67,547.0,2893.0,59733.0,70425.0,126460.0,126460.0
2011-05-28,8.45,546.0,2930.0,59714.0,70514.0,127774.0,127774.0
2011-05-29,8.3,544.0,2945.0,59824.0,70393.0,128282.0,128282.0
2011-05-30,8.72,543.0,2984.0,59897.0,70646.0,130311.0,130311.0
2011-05-31,8.88,540.0,2957.0,59909.0,70888.0,131906.0,131906.0
2011-06-01,9.21,541.0,2993.0,59964.0,71319.0,132839.0,132839.0
2011-06-02,10.11,541.0,3025.0,59848.0,71356.0,133482.0,133482.0
2011-06-03,13.08,544.0,2995.0,59940.0,71613.0,134577.0,134577.0
2011-06-04,16.41,547.0,3035.0,60056.0,72112.0,137122.0,137122.0
2011-06-05,17.32,550.0,3021.0,60249.0,72886.0,138726.0,138726.0
2011-06-06,18.46,556.0,3085.0,60362.0,73191.0,140193.0,140193.0
2011-06-07,19.9,560.0,3095.0,60484.0,73609.0,141489.0,141489.0
2011-06-08,27.25,582.0,3163.0,60598.0,74116.0,141046.0,141046.0
2011-06-09,29.58,584.0,3147.0,60853.0,75042.0,143137.0,143137.0
2011-06-10,24.67,591.0,3191.0,60975.0,75968.0,145123.0,145123.0
2011-06-11,17.61,604.0,3207.0,60703.0,76440.0,146661.0,146661.0
2011-06-12,16.21,563.0,3017.0,60583.0,76993.0,148062.0,148062.0
2011-06-13,20.11,567.0,3028.0,60164.0,77094.0,149760.0,149760.0
2011-06-14,19.25,591.0,3041.0,60070.0,77880.0,152023.0,152023.0
2011-06-15,19.68,595.0,3059.0,60349.0,78793.0,153815.0,153815.0
2011-06-16,18.86,605.0,3066.0,60447.0,79322.0,155621.0,155621.0
2011-06-17,15.51,611.0,3110.0,60665.0,80216.0,157425.0,157425.0
2011-06-18,16.04,613.0,3114.0,60896.0,81018.0,159050.0,159050.0
2011-06-19,17.77,584.0,3050.0,60733.0,81380.0,160305.0,160305.0
2011-06-20,17.51,588.0,3065.0,60904.0,82602.0,162598.0,162598.0
2011-06-21,17.51,589.0,3068.0,61109.0,83684.0,164485.0,164485.0
2011-06-22,17.51,591.0,3080.0,61340.0,85049.0,167109.0,167109.0
2011-06-23,17.51,586.0,3098.0,61601.0,86094.0,169129.0,169129.0
2011-06-24,17.51,589.0,3112.0,61709.0,86744.0,170646.0,170646.0
2011-06-25,17.51,591.0,3183.0,62049.0,87558.0,172397.0,172397.0
2011-06-26,15.59,589.0,3259.0,62268.0,87952.0,173277.0,173277.0
2011-06-27,17.01,586.0,3360.0,62102.0,88159.0,174681.0,174681.0
2011-06-28,16.93,591.0,3432.0,62348.0,88758.0,175832.0,175832.0
2011-06-29,16.88,592.0,3485.0,62618.0,89497.0,177445.0,177445.0
2011-06-30,16.51,595.0,3520.0,62821.0,90185.0,178413.0,178413.0
2011-07-01,15.9,590.0,3497.0,62835.0,90702.0,179478.0,179478.0
2011-07-02,15.53,592.0,3514.0,62960.0,91086.0,180351.0,180351.0
2011-07-03,15.48,592.0,3540.0,63089.0,91659.0,181337.0,181337.0
2011-07-04,14.48,592.0,3554.0,63350.0,92350.0,182582.0,182582.0
2011-07-05,12.8,593.0,3552.0,63224.0,92499.0,183384.0,183384.0
2011-07-06,14.8,594.0,3561.0,63349.0,93146.0,184338.0,184338.0
2011-07-07,15.16,593.0,3586.0,63506.0,93892.0,185805.0,185805.0
2011-07-08,14.35,594.0,3616.0,63580.0,94636.0,187250.0,187250.0
2011-07-09,14.39,594.0,3638.0,63562.0,95037.0,188119.0,188119.0
2011-07-10,15.08,593.0,3672.0,63688.0,95657.0,189267.0,189267.0
2011-07-11,14.37,597.0,3699.0,63774.0,96485.0,190767.0,190767.0
2011-07-12,14.15,598.0,3723.0,63843.0,96922.0,191913.0,191913.0
2011-07-13,14.03,598.0,3749.0,63955.0,97466.0,193182.0,193182.0
2011-07-14,13.93,597.0,3769.0,64093.0,98075.0,194724.0,194724.0
2011-07-15,13.9,597.0,3793.0,64186.0,98592.0,195839.0,195839.0
2011-07-16,13.62,598.0,3802.0,64342.0,99043.0,196862.0,196862.0
2011-07-17,13.34,599.0,3820.0,64512.0,99376.0,197580.0,197580.0
2011-07-18,13.03,600.0,3749.0,64457.0,98124.0,195090.0,195090.0
2011-07-19,14.04,597.0,3757.0,64592.0,98804.0,196078.0,196078.0
2011-07-20,13.69,598.0,3795.0,64641.0,99092.0,196373.0,196373.0
2011-07-21,13.66,599.0,3814.0,64759.0,99060.0,196645.0,196645.0
2011-07-22,13.65,603.0,3827.0,64879.0,99573.0,197241.0,197241.0
2011-07-23,13.64,604.0,3824.0,65001.0,99922.0,197896.0,197896.0
2011-07-24,13.86,607.0,3841.0,65102.0,100331.0,198731.0,198731.0
2011-07-25,14.2,607.0,3870.0,65153.0,100925.0,199755.0,199755.0
2011-07-26,13.91,609.0,3861.0,65231.0,100949.0,200000.0,200000.0
2011-07-27,13.96,612.0,3875.0,65385.0,101396.0,200782.0,200782.0
2011-07-28,13.61,625.0,3946.0,64511.0,100842.0,200617.0,200617.0
2011-07-29,13.51,624.0,3971.0,64622.0,101183.0,201502.0,201502.0
2011-07-30,13.53,626.0,3984.0,64763.0,101532.0,202167.0,202167.0
2011-07-31,13.52,629.0,4006.0,64928.0,101907.0,202875.0,202875.0
