Date,Open,High,Low,Close
09/20/2018,"94.55","94.56","93.83","93.91"
09/19/2018,"94.54","94.73","94.32","94.54"
09/18/2018,"94.61","94.73","94.32","94.64"
09/17/2018,"94.93","94.98","94.44","94.50"
09/14/2018,"94.55","95.00","94.36","94.93"
09/13/2018,"94.83","94.97","94.43","94.52"
09/12/2018,"95.10","95.28","94.73","94.80"
09/11/2018,"95.15","95.35","94.88","95.25"
09/10/2018,"95.43","95.56","95.03","95.15"
09/07/2018,"95.02","95.46","94.87","95.37"
09/06/2018,"95.10","95.21","94.93","95.02"
09/05/2018,"95.40","95.66","95.09","95.18"
09/04/2018,"95.14","95.74","95.14","95.44"
09/03/2018,"94.70","95.22","94.55","95.14"
08/31/2018,"94.70","95.22","94.55","95.14"
08/30/2018,"94.53","94.90","94.47","94.72"
08/29/2018,"94.73","94.93","94.53","94.60"
08/28/2018,"94.77","94.91","94.43","94.72"
08/27/2018,"95.17","95.30","94.69","94.78"
08/24/2018,"95.64","95.69","95.03","95.15"
08/23/2018,"95.17","95.71","95.15","95.67"
08/22/2018,"95.21","95.38","94.93","95.15"
08/21/2018,"95.74","95.75","95.08","95.26"
08/20/2018,"96.13","96.40","95.73","95.90"
08/17/2018,"96.61","96.66","96.09","96.10"
08/16/2018,"96.72","96.77","96.32","96.65"
08/15/2018,"96.66","96.98","96.65","96.70"
08/14/2018,"95.17","96.79","95.16","96.73"
08/13/2018,"95.19","96.52","95.16","96.39"
08/10/2018,"95.64","96.45","95.53","96.36"
08/09/2018,"95.10","95.62","95.03","95.50"
08/08/2018,"95.14","95.42","94.99","95.05"
08/07/2018,"95.34","95.37","94.99","95.22"
08/06/2018,"95.20","95.52","95.20","95.36"
08/03/2018,"95.18","95.37","94.98","95.14"
08/02/2018,"94.63","95.19","94.61","95.16"
08/01/2018,"94.56","94.71","94.49","94.62"
07/31/2018,"94.33","94.57","94.16","94.49"
07/30/2018,"94.66","94.76","94.26","94.32"
07/27/2018,"94.76","94.91","94.63","94.68"
07/26/2018,"94.16","94.80","94.08","94.75"
07/25/2018,"94.59","94.67","94.14","94.36"
07/24/2018,"94.67","94.86","94.40","94.61"
07/23/2018,"94.43","94.72","94.21","94.67"
07/20/2018,"95.13","95.28","94.36","94.45"
07/19/2018,"95.08","95.65","94.93","95.15"
07/18/2018,"95.03","95.41","94.96","95.08"
07/17/2018,"94.55","95.06","94.30","94.95"
07/16/2018,"94.69","94.77","94.41","94.51"
07/13/2018,"94.90","95.24","94.67","94.75"
07/12/2018,"94.70","94.94","94.64","94.81"
07/11/2018,"94.20","94.77","94.09","94.72"
07/10/2018,"94.06","94.48","94.02","94.15"
07/09/2018,"93.97","94.21","93.71","94.08"
07/06/2018,"94.36","94.49","93.92","94.04"
07/05/2018,"94.51","94.59","94.18","94.47"
07/04/2018,"94.52","94.71","94.40","94.67"
07/03/2018,"94.84","94.98","94.56","94.67"
07/02/2018,"94.63","95.14","94.53","95.04"
06/29/2018,"95.30","95.32","94.47","94.64"
06/28/2018,"95.27","95.53","95.09","95.39"
06/27/2018,"94.67","95.42","94.53","95.27"
06/26/2018,"94.29","94.77","94.17","94.66"
06/25/2018,"94.50","94.70","94.21","94.28"
06/22/2018,"94.86","94.88","94.43","94.52"
06/21/2018,"95.13","95.53","94.68","94.74"
06/20/2018,"94.97","95.30","94.92","95.06"
06/19/2018,"94.74","95.30","94.53","95.09"
06/18/2018,"94.79","95.05","94.70","94.80"
06/15/2018,"94.91","95.13","94.65","94.79"
06/14/2018,"93.50","94.93","93.19","94.77"
06/13/2018,"93.83","94.03","93.52","93.71"
06/12/2018,"93.67","93.91","93.47","93.80"
06/11/2018,"93.54","93.68","93.37","93.58"
06/08/2018,"93.44","93.82","93.39","93.55"
06/07/2018,"93.60","93.59","93.21","93.40"
06/06/2018,"93.88","93.89","93.42","93.66"
06/05/2018,"94.06","94.32","93.78","93.90"
06/04/2018,"94.16","94.20","93.66","94.02"
06/01/2018,"94.07","94.25","93.72","93.99"
05/31/2018,"94.07","94.25","93.72","93.99"
05/30/2018,"94.82","94.97","94.04","94.15"
05/29/2018,"94.41","95.03","94.28","94.83"
05/28/2018,"94.42","94.50","93.86","94.19"
05/25/2018,"93.80","94.30","93.75","94.19"
05/24/2018,"93.92","93.98","93.61","93.76"
05/23/2018,"93.55","94.19","93.51","94.00"
05/22/2018,"93.54","93.73","93.29","93.61"
05/21/2018,"93.67","94.06","93.51","93.68"
05/18/2018,"93.50","93.83","93.34","93.64"
05/17/2018,"93.26","93.57","93.12","93.47"
05/16/2018,"93.31","93.63","93.14","93.39"
05/15/2018,"92.65","93.46","92.61","93.22"
05/14/2018,"92.55","92.69","92.24","92.59"
05/11/2018,"92.69","92.84","92.37","92.54"
05/10/2018,"93.08","93.16","92.54","92.65"
05/09/2018,"93.07","93.42","92.84","93.04"
05/08/2018,"92.77","93.28","92.65","93.12"
05/07/2018,"92.57","92.97","92.45","92.75"
05/04/2018,"92.43","92.90","92.35","92.57"
05/03/2018,"92.72","92.76","92.35","92.41"
05/02/2018,"92.47","92.83","92.22","92.51"
05/01/2018,"91.81","92.57","91.80","92.45"
04/30/2018,"91.53","91.92","91.48","91.84"
04/27/2018,"91.58","91.99","91.49","91.54"
04/26/2018,"91.21","91.64","90.96","91.56"
04/25/2018,"90.78","91.26","90.75","91.17"
04/24/2018,"90.92","91.08","90.71","90.77"
04/23/2018,"90.26","90.99","90.32","90.95"
04/20/2018,"89.90","90.48","89.89","90.32"
04/19/2018,"89.62","89.95","89.50","89.94"
04/18/2018,"89.51","89.78","89.45","89.62"
04/17/2018,"89.41","89.67","89.23","89.52"
04/16/2018,"89.77","89.85","89.39","89.43"
04/13/2018,"89.76","89.88","89.66","89.80"
04/12/2018,"89.52","89.96","89.44","89.75"
04/11/2018,"89.58","89.67","89.36","89.57"
04/10/2018,"89.83","89.97","89.54","89.59"
04/09/2018,"90.07","90.27","89.82","89.84"
04/06/2018,"90.38","90.60","90.07","90.11"
04/05/2018,"90.09","90.59","90.07","90.46"
04/04/2018,"90.16","90.23","89.92","90.14"
04/03/2018,"90.02","90.28","89.85","90.20"
04/02/2018,"89.97","90.15","89.82","90.05"
03/30/2018,"90.07","90.18","89.90","90.15"
03/29/2018,"90.07","90.18","89.90","90.15"
03/28/2018,"89.32","90.15","89.25","90.06"
03/27/2018,"89.02","89.63","88.94","89.37"
03/26/2018,"89.47","89.52","88.98","89.03"
03/23/2018,"89.69","89.74","89.40","89.44"
03/22/2018,"89.65","89.96","89.40","89.86"
03/21/2018,"90.41","90.40","89.63","89.78"
03/20/2018,"89.88","90.45","89.85","90.37"
03/19/2018,"90.20","90.35","89.76","89.77"
03/16/2018,"90.14","90.38","89.89","90.23"
03/15/2018,"89.75","90.17","89.62","90.14"
03/14/2018,"89.70","89.89","89.56","89.70"
03/13/2018,"89.91","90.11","89.59","89.66"
03/12/2018,"90.11","90.19","89.84","89.90"
03/09/2018,"90.20","90.36","90.00","90.09"
03/08/2018,"89.59","90.23","89.44","90.18"
03/07/2018,"89.51","89.78","89.41","89.64"
03/06/2018,"89.96","90.06","89.43","89.62"
03/05/2018,"89.83","90.22","89.83","90.08"
03/02/2018,"90.25","90.29","89.88","89.94"
03/01/2018,"90.67","90.93","90.21","90.32"
02/28/2018,"90.41","90.70","90.31","90.61"
02/27/2018,"89.80","90.50","89.69","90.36"
02/26/2018,"89.88","90.05","89.50","89.85"
02/23/2018,"89.78","90.06","89.76","89.88"
02/22/2018,"90.16","90.24","89.64","89.74"
02/21/2018,"89.71","90.16","89.59","90.00"
02/20/2018,"89.24","89.80","89.22","89.72"
02/19/2018,"88.57","89.23","88.25","89.10"
02/16/2018,"88.57","89.23","88.25","89.10"
02/15/2018,"88.96","89.00","88.54","88.59"
02/14/2018,"89.69","90.12","88.94","89.12"
02/13/2018,"90.09","90.18","89.61","89.70"
02/12/2018,"90.33","90.43","90.07","90.21"
02/09/2018,"90.25","90.56","90.12","90.44"
02/08/2018,"90.27","90.57","90.01","90.23"
02/07/2018,"89.63","90.40","89.47","90.26"
02/06/2018,"89.66","90.03","89.37","89.59"
02/05/2018,"89.19","89.70","89.02","89.55"
02/02/2018,"88.64","89.43","88.59","89.20"
02/01/2018,"89.04","89.33","88.56","88.67"
01/31/2018,"89.10","89.30","88.78","89.13"
01/30/2018,"89.37","89.64","88.91","89.16"
01/29/2018,"89.02","89.62","89.01","89.31"
01/26/2018,"89.40","89.58","88.44","89.07"
01/25/2018,"89.32","90.11","89.16","89.39"
01/24/2018,"90.00","90.59","89.97","89.21"
01/23/2018,"90.39","90.70","90.35","90.12"
01/22/2018,"90.67","90.70","90.16","90.40"
01/19/2018,"90.50","90.98","90.41","90.57"
01/18/2018,"90.78","91.00","90.11","90.50"
01/17/2018,"90.44","90.82","90.34","90.54"
01/16/2018,"90.44","90.83","90.34","90.39"
01/15/2018,"90.89","90.94","90.28","90.97"
01/12/2018,"91.85","91.88","90.90","90.97"
01/11/2018,"92.33","92.55","91.79","91.85"
01/10/2018,"92.57","92.58","91.92","92.33"
01/09/2018,"92.34","92.64","92.21","92.53"
01/08/2018,"92.06","92.40","91.88","92.36"
01/05/2018,"91.87","92.10","91.78","91.95"
01/04/2018,"92.22","92.26","91.80","91.85"
01/03/2018,"91.82","92.26","91.81","92.16"
01/02/2018,"92.24","92.25","91.75","91.87"
01/01/2018,"92.67","92.67","92.08","92.12"
