Date,Open,High,Low,Close
10/26/2021,"93.97","93.97","93.89","93.95"
10/25/2021,"93.66","93.96","93.48","93.81"
10/22/2021,"93.75","93.79","93.54","93.64"
10/21/2021,"93.58","93.79","93.50","93.77"
10/20/2021,"93.81","93.88","93.54","93.56"
10/19/2021,"93.95","93.95","93.50","93.73"
10/18/2021,"93.95","94.17","93.87","93.95"
10/15/2021,"94.03","94.03","93.96","93.96"
10/14/2021,"94.02","94.08","94.02","94.08"
10/13/2021,"94.52","94.53","94.00","94.08"
10/12/2021,"94.37","94.56","94.23","94.52"
10/11/2021,"94.10","94.40","94.03","94.32"
10/08/2021,"94.21","94.34","93.94","94.07"
10/07/2021,"94.23","94.28","94.08","94.22"
10/06/2021,"93.99","94.45","93.98","94.27"
10/05/2021,"93.83","94.07","93.81","93.98"
10/04/2021,"94.05","94.10","93.68","93.78"
10/01/2021,"94.31","94.39","93.99","94.04"
09/30/2021,"94.35","94.50","94.11","94.23"
09/29/2021,"93.72","94.43","93.67","94.34"
09/28/2021,"93.41","93.81","93.36","93.77"
09/27/2021,"93.28","93.49","93.21","93.38"
09/24/2021,"93.07","93.42","93.05","93.33"
09/23/2021,"93.48","93.52","92.98","93.46"
09/22/2021,"93.23","93.51","92.99","93.46"
09/21/2021,"93.24","93.29","93.05","93.20"
09/20/2021,"93.25","93.45","93.19","93.28"
09/17/2021,"92.88","93.25","92.77","93.20"
09/16/2021,"92.46","92.96","92.46","92.93"
09/15/2021,"92.68","92.68","92.42","92.55"
09/14/2021,"92.62","92.68","92.32","92.62"
09/13/2021,"92.61","92.89","92.57","92.68"
09/10/2021,"92.53","92.65","92.33","92.58"
09/09/2021,"92.71","92.76","92.38","92.48"
09/08/2021,"92.54","92.86","92.47","92.65"
09/07/2021,"92.20","92.57","92.10","92.51"
09/06/2021,"92.13","92.31","92.10","92.22"
09/03/2021,"92.22","92.26","91.95","92.04"
09/02/2021,"92.51","92.54","92.21","92.23"
09/01/2021,"92.66","92.79","92.38","92.45"
08/31/2021,"92.71","92.75","92.40","92.63"
08/30/2021,"92.70","92.79","92.60","92.65"
08/27/2021,"93.03","93.18","92.63","92.69"
08/26/2021,"92.83","93.08","92.81","93.06"
08/25/2021,"92.88","93.13","92.81","92.83"
08/24/2021,"92.99","93.08","92.81","92.89"
08/23/2021,"93.48","93.51","92.95","92.96"
08/20/2021,"93.56","93.73","93.43","93.50"
08/19/2021,"93.14","93.58","93.17","93.57"
08/18/2021,"93.14","93.26","92.96","93.14"
08/17/2021,"92.62","93.17","92.61","93.13"
08/16/2021,"92.53","92.66","92.48","92.63"
08/13/2021,"92.97","93.01","92.47","92.52"
08/12/2021,"92.89","93.04","92.85","93.04"
08/11/2021,"93.07","93.19","92.80","92.92"
08/10/2021,"92.98","93.14","92.94","93.06"
08/09/2021,"92.78","92.99","92.72","92.95"
08/06/2021,"92.27","92.84","92.26","92.80"
08/05/2021,"92.28","92.35","92.12","92.24"
08/04/2021,"92.04","92.31","91.82","92.27"
08/03/2021,"92.06","92.16","91.89","92.08"
08/02/2021,"92.09","92.17","91.91","92.05"
07/30/2021,"91.85","92.20","91.78","92.17"
07/29/2021,"92.27","92.29","91.86","91.86"
07/28/2021,"92.46","92.75","92.24","92.32"
07/27/2021,"92.63","92.84","92.32","92.43"
07/26/2021,"92.91","92.96","92.53","92.65"
07/23/2021,"92.81","93.02","92.78","92.91"
07/22/2021,"92.80","92.92","92.51","92.82"
07/21/2021,"92.97","93.19","92.73","92.75"
07/20/2021,"92.88","93.17","92.80","92.97"
07/19/2021,"92.69","93.04","92.64","92.89"
07/16/2021,"92.59","92.76","92.53","92.69"
07/15/2021,"92.40","92.69","92.27","92.62"
07/14/2021,"92.80","92.83","92.35","92.41"
07/13/2021,"92.23","92.81","92.14","92.75"
07/12/2021,"92.13","92.42","92.08","92.26"
07/09/2021,"92.36","92.54","92.09","92.13"
07/08/2021,"92.70","92.79","92.24","92.42"
07/07/2021,"92.53","92.85","92.43","92.64"
07/06/2021,"92.24","92.66","92.00","92.55"
07/05/2021,"92.23","92.36","92.14","92.21"
07/02/2021,"92.57","92.74","92.18","92.23"
07/01/2021,"92.35","92.60","92.26","92.60"
06/30/2021,"92.08","92.45","92.00","92.44"
06/29/2021,"91.88","92.19","91.86","92.05"
06/28/2021,"91.80","92.02","91.70","91.89"
06/25/2021,"91.83","91.88","91.53","91.85"
06/24/2021,"91.80","91.91","91.66","91.81"
06/23/2021,"91.73","91.90","91.51","91.80"
06/22/2021,"91.88","92.14","91.65","91.76"
06/21/2021,"92.31","92.37","91.83","91.90"
06/18/2021,"91.88","92.41","91.81","92.23"
06/17/2021,"91.43","92.01","91.31","91.89"
06/16/2021,"90.54","91.40","90.44","91.13"
06/15/2021,"90.48","90.68","90.35","90.54"
06/14/2021,"90.50","90.60","90.41","90.52"
06/11/2021,"90.07","90.61","89.96","90.56"
06/10/2021,"90.14","90.31","89.98","90.08"
06/09/2021,"90.13","90.17","89.84","90.12"
06/08/2021,"89.99","90.18","89.96","90.08"
06/07/2021,"90.13","90.30","89.91","89.95"
06/04/2021,"90.47","90.63","90.03","90.14"
06/03/2021,"89.93","90.55","89.89","90.51"
06/02/2021,"89.92","90.25","89.86","89.91"
06/01/2021,"89.81","89.94","89.66","89.83"
05/31/2021,"90.03","90.12","89.82","90.03"
05/28/2021,"90.03","90.44","89.98","90.03"
05/27/2021,"90.08","90.18","89.89","89.97"
05/26/2021,"89.69","90.11","89.59","90.04"
05/25/2021,"89.85","89.87","89.54","89.64"
05/24/2021,"90.03","90.10","89.76","89.84"
05/21/2021,"89.78","90.15","89.65","90.02"
05/20/2021,"90.21","90.23","89.75","89.81"
05/19/2021,"89.78","90.29","89.69","90.19"
05/18/2021,"90.18","90.20","89.69","89.75"
05/17/2021,"90.30","90.43","90.15","90.16"
05/14/2021,"90.76","90.80","90.28","90.32"
05/13/2021,"90.75","90.91","90.59","90.75"
05/12/2021,"90.19","90.80","90.16","90.71"
05/11/2021,"90.24","90.36","89.98","90.14"
05/10/2021,"90.21","90.34","90.04","90.21"
05/07/2021,"90.88","90.96","90.19","90.23"
05/06/2021,"91.27","91.38","90.88","90.95"
05/05/2021,"91.28","91.44","91.17","91.31"
05/04/2021,"91.00","91.40","90.99","91.29"
05/03/2021,"91.30","91.39","90.87","90.95"
04/30/2021,"90.63","91.32","90.59","91.28"
04/29/2021,"90.55","90.79","90.42","90.61"
04/28/2021,"90.90","91.13","90.55","90.61"
04/27/2021,"90.88","91.07","90.81","90.91"
04/26/2021,"90.86","90.99","90.68","90.81"
04/23/2021,"91.29","91.30","90.81","90.86"
04/22/2021,"91.11","91.42","91.00","91.33"
04/21/2021,"91.21","91.43","91.09","91.16"
04/20/2021,"91.05","91.28","90.86","91.24"
04/19/2021,"91.58","91.75","91.03","91.07"
04/16/2021,"91.66","91.81","91.49","91.56"
04/15/2021,"91.63","91.75","91.49","91.69"
04/14/2021,"91.83","91.83","91.57","91.69"
04/13/2021,"92.08","92.33","91.79","91.85"
04/12/2021,"92.18","92.33","92.01","92.14"
04/09/2021,"92.07","92.41","92.03","92.16"
04/08/2021,"92.42","92.48","92.00","92.06"
04/07/2021,"92.32","92.50","92.14","92.46"
04/06/2021,"92.57","92.79","92.27","92.34"
04/05/2021,"93.01","93.11","92.54","92.60"
04/02/2021,"92.89","93.07","92.83","93.01"
04/01/2021,"93.22","93.34","92.88","92.93"
03/31/2021,"93.24","93.44","92.99","93.23"
03/30/2021,"92.91","93.35","92.88","93.30"
03/29/2021,"92.74","92.96","92.72","92.94"
03/26/2021,"92.81","92.87","92.65","92.77"
03/25/2021,"92.60","92.92","92.51","92.53"
03/24/2021,"92.39","92.61","92.34","92.53"
03/23/2021,"91.80","92.40","91.76","92.34"
03/22/2021,"91.74","92.15","91.71","91.74"
03/19/2021,"91.83","92.17","91.66","91.92"
03/18/2021,"91.40","91.90","91.30","91.86"
03/17/2021,"91.86","92.00","91.37","91.44"
03/16/2021,"91.83","92.03","91.68","91.87"
03/15/2021,"91.68","91.97","91.54","91.83"
03/12/2021,"91.43","91.96","91.40","91.68"
03/11/2021,"91.79","91.88","91.37","91.42"
03/10/2021,"92.05","92.24","91.77","91.82"
03/09/2021,"92.46","92.50","91.91","91.96"
03/08/2021,"91.94","92.42","91.84","92.31"
03/05/2021,"91.66","92.19","91.62","91.98"
03/04/2021,"91.01","91.67","90.97","91.63"
03/03/2021,"90.79","91.06","90.63","90.95"
03/02/2021,"91.03","91.39","90.73","90.79"
03/01/2021,"90.93","91.14","90.69","91.04"
02/26/2021,"90.36","90.97","90.13","90.88"
02/25/2021,"90.07","90.29","89.68","90.13"
02/24/2021,"90.10","90.43","89.98","90.18"
02/23/2021,"90.02","90.26","89.94","90.17"
02/22/2021,"90.32","90.58","90.00","90.01"
02/19/2021,"90.57","90.65","90.18","90.36"
02/18/2021,"90.90","90.98","90.54","90.59"
02/17/2021,"90.71","91.06","90.62","90.95"
02/16/2021,"90.29","90.65","90.12","90.51"
02/15/2021,"90.42","90.47","90.27","90.37"
02/12/2021,"90.41","90.74","90.38","90.48"
02/11/2021,"90.46","90.47","90.26","90.42"
02/10/2021,"90.49","90.53","90.25","90.37"
02/09/2021,"90.91","90.93","90.43","90.44"
02/08/2021,"91.03","91.24","90.90","90.93"
02/05/2021,"91.49","91.49","91.04","91.04"
02/04/2021,"91.09","91.58","91.09","91.53"
02/03/2021,"91.05","91.31","90.99","91.17"
02/02/2021,"91.00","91.29","90.80","91.20"
02/01/2021,"90.53","91.06","90.50","90.98"
01/29/2021,"90.56","90.78","90.36","90.58"
01/28/2021,"90.73","90.86","90.41","90.46"
01/27/2021,"90.15","90.88","90.15","90.65"
01/26/2021,"90.39","90.61","90.12","90.17"
01/25/2021,"90.24","90.52","90.08","90.39"
01/22/2021,"90.05","90.31","90.05","90.24"
01/21/2021,"90.42","90.45","90.05","90.13"
01/20/2021,"90.41","90.70","90.28","90.48"
01/19/2021,"90.73","90.76","90.40","90.50"
01/18/2021,"90.76","90.95","90.71","90.77"
01/15/2021,"90.22","90.80","90.22","90.77"
01/14/2021,"90.28","90.58","90.08","90.24"
01/13/2021,"90.00","90.45","89.92","90.36"
01/12/2021,"90.52","90.62","90.03","90.09"
01/11/2021,"90.03","90.73","90.03","90.47"
01/08/2021,"89.83","90.25","89.66","90.10"
01/07/2021,"89.32","89.97","89.32","89.83"
01/06/2021,"89.48","89.80","89.21","89.53"
01/05/2021,"89.90","89.90","89.43","89.44"
01/04/2021,"89.93","89.94","89.42","89.87"
