datetime,market_price_usd,24h,1d_1w,1w_1m,1m_3m,3m_6m,6m_12m,1y_2y,2y_3y,3y_5y,5y_7y,7y_10y,10y
2010-08-29,0.06,0.0049536515798658115,0.03189789763414347,0.11996555246527069,0.21942819177291137,0.14126134573929391,0.21684407371939043,0.2656492870891587,0.0,0.0,0.0,0.0,0.0
2010-08-30,0.06,0.006305201228975652,0.030157053126794616,0.1198801731007451,0.22051990890489542,0.13937141897409974,0.21815638564301604,0.2656098590215085,0.0,0.0,0.0,0.0,0.0
2010-08-31,0.06,0.011847523166181642,0.028220893653198426,0.11879352594753706,0.21905030672382506,0.13824980434504416,0.21811563046927504,0.26572231569497407,0.0,0.0,0.0,0.0,0.0
2010-09-01,0.06,0.00895695338460461,0.0340313455361385,0.10076789398326051,0.23446970423850397,0.13765329050882158,0.21820582756918055,0.26591498477952435,0.0,0.0,0.0,0.0,0.0
2010-09-02,0.06,0.00851856511333494,0.03444301798887247,0.1002851429729838,0.2333563082795602,0.13363075297150967,0.22376374556707768,0.26600246710669523,0.0,0.0,0.0,0.0,0.0
2010-09-03,0.06,0.007380241708693441,0.03339173008878971,0.10183649111996121,0.23488879867743984,0.1312797807419653,0.22512622451264513,0.2660967331505395,0.0,0.0,0.0,0.0,0.0
2010-09-04,0.06,0.007436944847901659,0.03353691705945695,0.1002488849571904,0.2370453916208,0.13075303123460444,0.22497729904961922,0.2660015312304621,0.0,0.0,0.0,0.0,0.0
2010-09-05,0.06,0.023193980389686727,0.03563933144608206,0.09837070268847603,0.21950961248840284,0.13282266536678788,0.22449263014759568,0.2659710774730027,0.0,0.0,0.0,0.0,0.0
2010-09-06,0.06,0.022907297846874695,0.03862049859901887,0.09622991877360959,0.2186587622606348,0.13249521249176707,0.22494781367922898,0.2661404963488993,0.0,0.0,0.0,0.0,0.0
2010-09-07,0.06,0.0067187129490375,0.05169675741470024,0.09979374425644297,0.21537326105948537,0.13526277863640981,0.22497403407825242,0.26618071160570617,0.0,0.0,0.0,0.0,0.0
2010-09-08,0.06,0.006812400904902212,0.048584377239017235,0.09546628320044777,0.2208987896697477,0.13727805834134618,0.22469596893667407,0.26626412170789976,0.0,0.0,0.0,0.0,0.0
2010-09-09,0.06,0.009619447215542249,0.04799782105569403,0.09520427697179526,0.21958826541144122,0.13674481073601857,0.22442986819731534,0.2664155104122289,0.0,0.0,0.0,0.0,0.0
2010-09-10,0.06,0.005578267727295688,0.05064134542858819,0.09206726780938079,0.2246060836611538,0.13662717325452547,0.22427673877712065,0.266203123341971,0.0,0.0,0.0,0.0,0.0
2010-09-11,0.06,0.00446183041442695,0.04999974725028097,0.09285372903228152,0.22610373303624318,0.1362239968836345,0.2241215495877395,0.2662354137954303,0.0,0.0,0.0,0.0,0.0
2010-09-12,0.06,0.007720050258987887,0.04534533331625969,0.09213203906541052,0.2284451537548228,0.13633775426445607,0.2223999819859256,0.2676196873541719,0.0,0.0,0.0,0.0,0.0
2010-09-13,0.06,0.022259570521155052,0.028849649299808097,0.09368128916643714,0.2284565460039605,0.13703844389067035,0.2220042097243191,0.26771029139368485,0.0,0.0,0.0,0.0,0.0
2010-09-14,0.06,0.008412057290933079,0.0435382172981775,0.09340528725829525,0.22452863814541207,0.14072158683556915,0.22172615714252997,0.26766805602911736,0.0,0.0,0.0,0.0,0.0
2010-09-15,0.06,0.00997322107502289,0.044976839430733474,0.09066079461909522,0.22482153139948377,0.13916909485470605,0.2223381578099039,0.2680603608110883,0.0,0.0,0.0,0.0,0.0
2010-09-16,0.06,0.010183895738750885,0.045215089407231866,0.0922765441231719,0.22441920602231413,0.13787104402193315,0.22217380406342488,0.2678604166232069,0.0,0.0,0.0,0.0,0.0
2010-09-17,0.06,0.014766937852942887,0.04831966364398513,0.09228779838838291,0.21914765243697193,0.14183607480191243,0.2196004682498822,0.2640414046259532,0.0,0.0,0.0,0.0,0.0
2010-09-18,0.06,0.010204126669573517,0.05760614710392258,0.0897555649602495,0.21765413536106812,0.14110251216037545,0.22016718648381348,0.26351032726102913,0.0,0.0,0.0,0.0,0.0
2010-09-19,0.06,0.012141023350310025,0.056969129833124556,0.08680041571204432,0.22036123874153574,0.1401327960627834,0.2200920328097599,0.2635033634904731,0.0,0.0,0.0,0.0,0.0
2010-09-20,0.06,0.01097561210358615,0.04524165701921186,0.09622535999725584,0.22474658406537026,0.13935681425689464,0.21967367015508596,0.26378030240262434,0.0,0.0,0.0,0.0,0.0
2010-09-21,0.06,0.006804563105895702,0.04836078362573352,0.09831831483496767,0.22396412442063027,0.13890888870087462,0.21970808292946076,0.26393524238246835,0.0,0.0,0.0,0.0,0.0
2010-09-22,0.06,0.011731542401092497,0.0431292124523947,0.09909968446731962,0.22299199596631722,0.13885991554502347,0.22015190221883799,0.2640357469490442,0.0,0.0,0.0,0.0,0.0
2010-09-23,0.06,0.02509607570283557,0.04070669092611731,0.08934521035302091,0.2224572546402633,0.1386825295066099,0.21982709683699064,0.26388514203419056,0.0,0.0,0.0,0.0,0.0
2010-09-24,0.06,0.006617373414230106,0.05204093117987202,0.0971002477080777,0.21874095019302903,0.14217802781818462,0.21919709735006163,0.26412537233657485,0.0,0.0,0.0,0.0,0.0
2010-09-25,0.06,0.009399117461843482,0.047925597482044426,0.09969116387628747,0.2183396003087593,0.1407792998767193,0.21984464583082503,0.26402057516355093,0.0,0.0,0.0,0.0,0.0
2010-09-26,0.06,0.007802234212353783,0.04846536018660515,0.09749448524662746,0.22240603759370964,0.14006380047118286,0.21974552979651396,0.26402255249303686,0.0,0.0,0.0,0.0,0.0
2010-09-27,0.06,0.011104628370800593,0.04928134824767003,0.0979475316178801,0.22282122539384772,0.13854053765609342,0.21676863626970305,0.26353609244403325,0.0,0.0,0.0,0.0,0.0
2010-09-28,0.06,0.02306382353654142,0.05085358015811021,0.0993664333760447,0.2211564920296571,0.137492949692234,0.21182283587040637,0.2562438853370359,0.0,0.0,0.0,0.0,0.0
2010-09-29,0.06,0.010454972138406063,0.06360031279457133,0.10249705673360293,0.2189451122922542,0.1365173934299166,0.2120114870534657,0.2559736655578118,0.0,0.0,0.0,0.0,0.0
2010-09-30,0.06,0.010237108139520177,0.05106500030164042,0.11225336069201514,0.22220698368199968,0.1362565438097521,0.21220418695073534,0.25577681642436606,0.0,0.0,0.0,0.0,0.0
2010-10-01,0.06,0.015368006322391471,0.05481816306014717,0.11118693168913066,0.22058578254622155,0.1353339101693695,0.20750494440849504,0.25520226180427213,0.0,0.0,0.0,0.0,0.0
2010-10-02,0.06,0.04519974246632777,0.05689795649088667,0.10843954992001101,0.20863190552642324,0.1189628825221878,0.2078018998816189,0.25406606319256786,0.0,0.0,0.0,0.0,0.0
2010-10-03,0.06,0.010784099313742523,0.09119348338084925,0.10921865275864782,0.20765543144439436,0.11816413468638591,0.20882099187590053,0.2541632065401019,0.0,0.0,0.0,0.0,0.0
2010-10-04,0.06,0.022483593284765988,0.08728807832742747,0.10368563781840466,0.20457919898419044,0.11826972952863775,0.20942018865873288,0.2542735733978646,0.0,0.0,0.0,0.0,0.0
2010-10-05,0.06,0.032775254786198485,0.08270495648621387,0.10465604670912926,0.20325976490131462,0.11841848668936962,0.20410254859480387,0.2540829418329944,0.0,0.0,0.0,0.0,0.0
2010-10-06,0.06,0.022567352107637245,0.09442879424758419,0.10345018701122008,0.2033551729021456,0.1183914488249194,0.2039333999146982,0.2538736449918192,0.0,0.0,0.0,0.0,0.0
2010-10-07,0.06,0.026194419676237386,0.0947295884934856,0.1030649216653328,0.20127899734370738,0.11797544711542264,0.203556768710537,0.2531998569953008,0.0,0.0,0.0,0.0,0.0
2010-10-08,0.08,0.03784790827187669,0.09201779188407758,0.10258028389954647,0.19961807562593334,0.11566949502056724,0.20165431992064425,0.25061212537737715,0.0,0.0,0.0,0.0,0.0
2010-10-09,0.09,0.049156213070858504,0.06294830699366062,0.13174428071412136,0.19674713850286774,0.11356890986687462,0.19887748649266687,0.2469576643589733,0.0,0.0,0.0,0.0,0.0
2010-10-10,0.1,0.030918808671133086,0.09271519794910912,0.12893460681204016,0.17559110958811935,0.12923471788799865,0.19757338344368616,0.24503217564793606,0.0,0.0,0.0,0.0,0.0
2010-10-11,0.1,0.020914274034894827,0.10548102908183442,0.13165832041553988,0.16842009441296313,0.13308022437378392,0.19680908090353458,0.24363697677747065,0.0,0.0,0.0,0.0,0.0
2010-10-12,0.09,0.022081305646743064,0.10527226955627801,0.13291699453534103,0.15813107289643497,0.1416546443816696,0.19700210404899382,0.24294160893456304,0.0,0.0,0.0,0.0,0.0
2010-10-13,0.1,0.01918645120753095,0.11527052948007187,0.1318421086691296,0.14626553295963007,0.1530478487897369,0.19312209610528008,0.24126543278864507,0.0,0.0,0.0,0.0,0.0
2010-10-14,0.1,0.037372546120566036,0.1008454946936743,0.13171225148006466,0.14102056360379386,0.15691321284705217,0.19163884850643934,0.2404970827484334,0.0,0.0,0.0,0.0,0.0
2010-10-15,0.1,0.03257018583323184,0.10835642647078604,0.13888018556707013,0.13788341075007385,0.15471747065883484,0.18865678402572986,0.23893553669429649,0.0,0.0,0.0,0.0,0.0
2010-10-16,0.1,0.03533143360180714,0.08986107031244278,0.1627923798020645,0.13540118151388816,0.1549254540776278,0.18428270211967016,0.2374057785725199,0.0,0.0,0.0,0.0,0.0
2010-10-17,0.1,0.009701043076333826,0.10672086232618451,0.17518197618984266,0.13203378393436732,0.1557118562797725,0.18408356186694097,0.23656691632657897,0.0,0.0,0.0,0.0,0.0
2010-10-18,0.1,0.018300735927287266,0.10135309234189176,0.17286203769052616,0.13240127964032833,0.15616246172210996,0.18329140899121474,0.23562898368666202,0.0,0.0,0.0,0.0,0.0
2010-10-19,0.1,0.01979801426025639,0.09155290421406201,0.18213851155272875,0.13161303860698892,0.15507172514060133,0.1850173673068713,0.23480843891851166,0.0,0.0,0.0,0.0,0.0
2010-10-20,0.1,0.019929973906901866,0.09645112272847244,0.17975489222654212,0.12983632137151635,0.15619469426674323,0.18416418325858466,0.23366881224126032,0.0,0.0,0.0,0.0,0.0
2010-10-21,0.1,0.041268460908874316,0.07486539693812107,0.18854123795530603,0.1266173246966091,0.1544298165669838,0.18348979414005798,0.2307879687940676,0.0,0.0,0.0,0.0,0.0
2010-10-22,0.11,0.020694823435166286,0.09393117052076515,0.1877090406842558,0.12456799734473015,0.15929681389208436,0.18339446038339138,0.23040569373962586,0.0,0.0,0.0,0.0,0.0
2010-10-23,0.11,0.014272352405872286,0.08730001603239397,0.19655662096165558,0.12981781937819722,0.15959736834801105,0.18293323140553353,0.22952259146835582,0.0,0.0,0.0,0.0,0.0
2010-10-24,0.11,0.031583451162623614,0.08697582038452285,0.1895264365715225,0.12381407137727615,0.1595953315158502,0.18111816534567748,0.22738672364254597,0.0,0.0,0.0,0.0,0.0
2010-10-25,0.15,0.029110365656442632,0.09805649890087285,0.1885528684275394,0.12203116864642212,0.1576636700468517,0.1797161548430157,0.224869273478873,0.0,0.0,0.0,0.0,0.0
2010-10-26,0.16,0.03930532579793899,0.10086399894250138,0.18579801731239418,0.11875351959676712,0.15634330244106387,0.17748958969441367,0.2214462462149404,0.0,0.0,0.0,0.0,0.0
2010-10-27,0.18,0.05983319484612859,0.10371903163771563,0.17768381802743283,0.11766724094962255,0.15159354124599494,0.17403529137844376,0.2154678819146797,0.0,0.0,0.0,0.0,0.0
2010-10-28,0.19,0.06059999758781558,0.11827195159747171,0.1789610355443033,0.1154031508306333,0.14860657633741886,0.16869805648953062,0.20945923161284583,0.0,0.0,0.0,0.0,0.0
2010-10-29,0.19,0.03087563743700218,0.15087508260920168,0.1837531920003035,0.11349778272757581,0.14717801042058615,0.16687688746492643,0.20694340734042227,0.0,0.0,0.0,0.0,0.0
2010-10-30,0.19,0.026019167852675034,0.1643293912809844,0.18405773516425328,0.11084447070836353,0.1454137671562674,0.16496631131409617,0.20436915652337775,0.0,0.0,0.0,0.0,0.0
2010-10-31,0.19,0.0340495492658653,0.1601319216990085,0.1860981964211761,0.11041218972811236,0.14448936531280684,0.16300470365915726,0.20181407391389328,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.19,0.02257707004582143,0.17044443748138624,0.17240989470038542,0.12868382830944802,0.14397988607825235,0.16151893065172973,0.20038595273299717,0.0,0.0,0.0,0.0,0.0
2010-11-02,0.19,0.028659389949475863,0.1588086857236915,0.18798791330505887,0.12314700167338993,0.14264790458987528,0.1604886171582327,0.19826048760029483,0.0,0.0,0.0,0.0,0.0
2010-11-03,0.19,0.025385162715961113,0.1336720900477115,0.2203653663008575,0.12191514368099987,0.14286578779510725,0.1590703200144932,0.19672612944488913,0.0,0.0,0.0,0.0,0.0
2010-11-04,0.21,0.08167771677610074,0.0956678000638319,0.226410244989202,0.11811372599924348,0.136368921571686,0.15266569076522057,0.18909589983473485,0.0,0.0,0.0,0.0,0.0
2010-11-05,0.24,0.03217655219336407,0.14572550750417346,0.23603623173048863,0.11693128453188187,0.13338391305835123,0.1498445362866628,0.1859019746950992,0.0,0.0,0.0,0.0,0.0
2010-11-06,0.29,0.11736814192636828,0.13692863004060915,0.21739210970430667,0.10697197589477635,0.11460145333681707,0.1368782857766695,0.1698594033204716,0.0,0.0,0.0,0.0,0.0
2010-11-07,0.36,0.04185360420350187,0.2237578044583304,0.2140977202270227,0.10433931527739161,0.11536555952795262,0.13397391667072123,0.16661207963509986,0.0,0.0,0.0,0.0,0.0
2010-11-08,0.32,0.18883364909457923,0.11804993616597531,0.18534772073537611,0.10569399060180731,0.10770884484085516,0.1318572865233387,0.1625085720380873,0.0,0.0,0.0,0.0,0.0
2010-11-09,0.27,0.01968700487116151,0.2821352679173511,0.19241917217600837,0.10524516307965552,0.10832206386762945,0.1307071073189511,0.1614842207692621,0.0,0.0,0.0,0.0,0.0
2010-11-10,0.2,0.02276869809141077,0.2794659806201034,0.19354874621540777,0.10471249301703756,0.10880492220077227,0.12990933076194386,0.16078982909334447,0.0,0.0,0.0,0.0,0.0
2010-11-11,0.22,0.015648252864022782,0.2689206123445005,0.20708278893616283,0.10905191265288872,0.11044475227630624,0.12885046966704208,0.16000121125909675,0.0,0.0,0.0,0.0,0.0
2010-11-12,0.26,0.01562836222751555,0.2621097670472847,0.2162225761326846,0.10798695153818148,0.11106893029388011,0.12785867705061968,0.1591247357098535,0.0,0.0,0.0,0.0,0.0
2010-11-13,0.29,0.023613478382136323,0.2403519091267017,0.23240271505417887,0.11005419250893127,0.10997028229245562,0.12633414499876044,0.157273277636857,0.0,0.0,0.0,0.0,0.0
2010-11-14,0.28,0.027690630203275245,0.22927222828343097,0.24522711346385695,0.10903503099522341,0.10897927373266865,0.12442457175607502,0.155371151565488,0.0,0.0,0.0,0.0,0.0
2010-11-15,0.27,0.04284382607637289,0.07600895035370965,0.393108802831595,0.1119938326999526,0.10676019045032592,0.11753159327790101,0.15175280431016214,0.0,0.0,0.0,0.0,0.0
2010-11-16,0.25,0.018981414978726796,0.09916113952339542,0.3959910195254686,0.11124071982889668,0.10640453787448068,0.11700857373048398,0.1512125945385652,0.0,0.0,0.0,0.0,0.0
2010-11-17,0.26,0.02285866701708996,0.09548176641259126,0.395443822886329,0.11389363349893018,0.1030553881262685,0.1188899180192315,0.15037680403957837,0.0,0.0,0.0,0.0,0.0
2010-11-18,0.27,0.022009448707302454,0.10342506927343956,0.3913995096987303,0.11353479734411705,0.10282980845436422,0.11766558338947737,0.1491357831325872,0.0,0.0,0.0,0.0,0.0
2010-11-19,0.27,0.020524921450306228,0.10940416659170213,0.3899841280196556,0.11421219409271335,0.10128768632068605,0.11677590817601781,0.14781099534893588,0.0,0.0,0.0,0.0,0.0
2010-11-20,0.28,0.025068124829819623,0.10999892730500206,0.38091480981779274,0.12145851886271758,0.10006089628311456,0.1158252045291966,0.14667351837237153,0.0,0.0,0.0,0.0,0.0
2010-11-21,0.28,0.021659022328927018,0.10964937083763227,0.3815199194111403,0.12573563514622157,0.09992205369388064,0.11535115915029001,0.14616283943192462,0.0,0.0,0.0,0.0,0.0
2010-11-22,0.28,0.017329435393618826,0.08835613747912587,0.4088394556709038,0.12569470634464922,0.09949809701729659,0.11491393361071904,0.14536823448370714,0.0,0.0,0.0,0.0,0.0
2010-11-23,0.28,0.02584418062366528,0.08611730013669691,0.4004438582491908,0.12995685345444666,0.09813481191496388,0.11495277946162352,0.1445502161594262,0.0,0.0,0.0,0.0,0.0
2010-11-24,0.28,0.021717755962631043,0.08812331419307198,0.40204646769484315,0.13317522377839114,0.09744582389744484,0.11395516304693333,0.14353625142669993,0.0,0.0,0.0,0.0,0.0
2010-11-25,0.28,0.029507989573345644,0.08287863636862847,0.3962231932661539,0.1400405061150831,0.09634880331260927,0.11272879168675225,0.14227207967744154,0.0,0.0,0.0,0.0,0.0
2010-11-26,0.28,0.050971596943773116,0.09365058673337973,0.35048515764683263,0.15712911181035236,0.09550701108908892,0.11145055209294707,0.14080598368364,0.0,0.0,0.0,0.0,0.0
2010-11-27,0.28,0.0176261501997848,0.1283373004472575,0.33602226393302026,0.17249546641969982,0.09469392757168772,0.11069915882892378,0.1401257325996407,0.0,0.0,0.0,0.0,0.0
2010-11-28,0.28,0.016491489184138074,0.12324650144496105,0.3384680056257153,0.17785384679570054,0.09414883821622248,0.11019485923068126,0.13959645950259686,0.0,0.0,0.0,0.0,0.0
2010-11-29,0.25,0.019774107577338617,0.11772798293770176,0.33891079288682396,0.17983121527673082,0.09444419279266313,0.1101294011977559,0.13918230733100087,0.0,0.0,0.0,0.0,0.0
2010-11-30,0.21,0.025470324911327953,0.11238574204595411,0.3355633125904708,0.18323434646584455,0.09459155795279256,0.10982804461397987,0.1389266714196434,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.21,0.02118416560533617,0.11886753493834017,0.32888509395299526,0.18808569383239532,0.09450240758404503,0.10969820286313527,0.13877690122376674,0.0,0.0,0.0,0.0,0.0
2010-12-02,0.24,0.026653002717379727,0.1136163697682366,0.3313051592122082,0.1899887360831972,0.09343782870907835,0.10782120660753348,0.1371776969023797,0.0,0.0,0.0,0.0,0.0
2010-12-03,0.25,0.01689031486096604,0.089329153572328,0.36428668140216736,0.19232523080058714,0.0930950657660707,0.10735765688875822,0.1367158967091348,0.0,0.0,0.0,0.0,0.0
2010-12-04,0.23,0.02292429452074666,0.08610591016035953,0.3472587959944019,0.20665407412576067,0.0930161469606939,0.10730179956241956,0.13673897867563167,0.0,0.0,0.0,0.0,0.0
2010-12-05,0.21,0.012184214906982651,0.09845813550989715,0.34339653590808705,0.2103420596334508,0.09242227578272735,0.10703854044048364,0.1361582378183858,0.0,0.0,0.0,0.0,0.0
2010-12-06,0.2,0.044374845039449565,0.09449215734635709,0.3150701780169428,0.2144527065589203,0.08985310836340783,0.1070386135197979,0.1347183911551388,0.0,0.0,0.0,0.0,0.0
2010-12-07,0.22,0.03491549203499425,0.10653420726538906,0.3097928558058224,0.22082341783870857,0.08804354686265221,0.10631173315507429,0.1335787470373725,0.0,0.0,0.0,0.0,0.0
2010-12-08,0.23,0.016159148930648664,0.12042015882509369,0.23762954543704945,0.2993212360591618,0.08779529531078106,0.10556072059910379,0.13311389483817584,0.0,0.0,0.0,0.0,0.0
2010-12-09,0.21,0.014634373981845732,0.10868678640433582,0.24951554198715545,0.3007706556660143,0.08816226469276904,0.10524117147800052,0.1329892057898948,0.0,0.0,0.0,0.0,0.0
2010-12-10,0.19,0.008925328464326775,0.10944998101727514,0.25377367950328983,0.3022513346879649,0.08791399599053655,0.10423694760924056,0.13344873272738172,0.0,0.0,0.0,0.0,0.0
2010-12-11,0.22,0.024856564183043037,0.09438886303829891,0.25626571388215286,0.29997275013911356,0.08724124660885996,0.10403256706047667,0.13324229508807134,0.0,0.0,0.0,0.0,0.0
2010-12-12,0.21,0.010338503037060041,0.10772687272095158,0.2571789686579374,0.3011223757904865,0.08648896821275569,0.10391862022994032,0.1332256913508843,0.0,0.0,0.0,0.0,0.0
2010-12-13,0.22,0.031192049169620022,0.07538575170369287,0.26959344696255444,0.30226535957869094,0.08564295506613724,0.10281689351098817,0.1331035440083328,0.0,0.0,0.0,0.0,0.0
2010-12-14,0.23,0.014654608394101576,0.07495407299290553,0.2835793490635516,0.3061800816328182,0.08547879495676243,0.10218795980369319,0.1329651331561838,0.0,0.0,0.0,0.0,0.0
2010-12-15,0.24,0.01691691536012047,0.07755483193042002,0.2598071753365379,0.326491620001725,0.0856965697906629,0.10116365214666113,0.13236923543388907,0.0,0.0,0.0,0.0,0.0
2010-12-16,0.25,0.014801671789235731,0.08017757659820941,0.25816454499547264,0.3289137826053317,0.08328642642151918,0.1024268170533353,0.13222918053691313,0.0,0.0,0.0,0.0,0.0
2010-12-17,0.25,0.012329112593725397,0.08337201495241363,0.25284158862084377,0.33308009131684957,0.08433238493205801,0.10188087918194047,0.13216392840218538,0.0,0.0,0.0,0.0,0.0
2010-12-18,0.25,0.01760302611057669,0.0736784404634553,0.25685777910087626,0.3339761759558734,0.08456518044319673,0.10132406779741322,0.13199533012862463,0.0,0.0,0.0,0.0,0.0
2010-12-19,0.24,0.029985744626501946,0.07787602259110665,0.23916204991375725,0.3357306194783464,0.08449816413000565,0.10077644190855345,0.13197095735174305,0.0,0.0,0.0,0.0,0.0
2010-12-20,0.26,0.018795887232258664,0.0780792553054996,0.25326266593824004,0.3355622981625618,0.08369086793562579,0.0997729806346418,0.13083604479118438,0.0,0.0,0.0,0.0,0.0
2010-12-21,0.25,0.02636945929156505,0.08036290454154207,0.24476784053928302,0.3390954672815067,0.08355616148376795,0.09631606308485398,0.12953210377749455,0.0,0.0,0.0,0.0,0.0
2010-12-22,0.25,0.014212418758460622,0.08903103383692669,0.2454814781396514,0.3406741514767413,0.08493538766553052,0.09609900402319994,0.12956652609950498,0.0,0.0,0.0,0.0,0.0
2010-12-23,0.25,0.007841980200742671,0.09525116474232127,0.23940482949995429,0.34784844629241873,0.08441874196288314,0.09579733737952875,0.1294374999221679,0.0,0.0,0.0,0.0,0.0
2010-12-24,0.25,0.00866677473589497,0.09401712522402142,0.23631403739416476,0.35150162797900875,0.08460495922840995,0.0954351128637082,0.12945564158202022,4.720992790525523e-06,0.0,0.0,0.0,0.0
2010-12-25,0.25,0.014505553904518445,0.0844524411096494,0.2303949761747003,0.36236652740517017,0.08418217769892004,0.09492358693276866,0.12917004041198363,4.696362307749659e-06,0.0,0.0,0.0,0.0
2010-12-26,0.25,0.009200465121938265,0.07167582930879347,0.21559850884656595,0.39438587130028796,0.0856736971997123,0.09457079346174763,0.12889016013183535,4.67462913857609e-06,0.0,0.0,0.0,0.0
2010-12-27,0.26,0.028812063269678417,0.06098788291998685,0.21664951330997292,0.3839599676319165,0.08701004554974584,0.09393822272793062,0.12863765362634247,4.650964444685727e-06,0.0,0.0,0.0,0.0
2010-12-28,0.27,0.016151476437115085,0.06534193307588206,0.22504818860035677,0.3847347303497372,0.08707422561696769,0.09339169819018717,0.1282531250418465,4.6226879254132334e-06,0.0,0.0,0.0,0.0
2010-12-29,0.29,0.04714277673516567,0.06007142985349386,0.20587105430770739,0.38259720512166495,0.0857501064677023,0.09185198968137274,0.12671088664455418,4.551188357736921e-06,0.0,0.0,0.0,0.0
2010-12-30,0.3,0.020861653118339447,0.0942132603872009,0.19544852556457723,0.3851912866654971,0.08680120960228208,0.0910693935464863,0.126351367185061,6.330393057330692e-05,0.0,0.0,0.0,0.0
2010-12-31,0.29,0.015814003755164445,0.10495782913306767,0.19472417314049908,0.37510380043392383,0.09270785307413666,0.09031423142478302,0.126040744190513,0.0003373648479284491,0.0,0.0,0.0,0.0
2011-01-01,0.3,0.010817506553831166,0.10545363817061608,0.19569520362238024,0.3801291872818221,0.09195784197554818,0.08971059508095229,0.1254843633933621,0.0007516639215041711,0.0,0.0,0.0,0.0
2011-01-02,0.3,0.01710083065388772,0.10537714207104551,0.19335118568281703,0.37756670034400636,0.09153172292441983,0.08943956885897515,0.12447154048885764,0.0011613089760071438,0.0,0.0,0.0,0.0
2011-01-03,0.3,0.0178199245983706,0.09837017663433416,0.19582778588871477,0.3830992644879113,0.09071917362465277,0.08878297583276241,0.12371418060994542,0.0016665183233246766,0.0,0.0,0.0,0.0
2011-01-04,0.29,0.009159794103018454,0.10068257490910776,0.20190854134363445,0.38366616457460057,0.09087023089590922,0.08838401965965692,0.12316706801608004,0.002161606498009443,0.0,0.0,0.0,0.0
2011-01-05,0.3,0.013575943404310451,0.06892566370519114,0.2224095203426776,0.3911659078960187,0.09089430276745032,0.08781176180701925,0.12251736981342513,0.002699530263923584,0.0,0.0,0.0,0.0
2011-01-06,0.3,0.011894876854147175,0.06045255003805168,0.22204434200149165,0.4019212991996405,0.09132772195431017,0.0873200415929074,0.12189449821595325,0.003144670143515105,0.0,0.0,0.0,0.0
2011-01-07,0.31,0.016110605669390654,0.05768909487165773,0.22364473955304198,0.3973437485341344,0.09387928408590944,0.0858600632267294,0.12193743205382893,0.003535032005321867,0.0,0.0,0.0,0.0
2011-01-08,0.31,0.018517949580602554,0.06318152840181848,0.22194235562300402,0.3918445135934563,0.09069622135369991,0.08879668441819955,0.1210813300005516,0.003939417028679538,0.0,0.0,0.0,0.0
2011-01-09,0.32,0.012600702316032296,0.06742640737575564,0.2268040571179551,0.38993847346976485,0.0881595664135096,0.090403279865419,0.12024055272702046,0.004426960714553303,0.0,0.0,0.0,0.0
