Date,Open,High,Low,Close
01/19/2015,"92.65","92.73","92.33","92.61"
01/16/2015,"92.10","93.26","92.08","92.52"
01/15/2015,"92.13","92.75","91.51","92.14"
01/14/2015,"92.22","92.42","91.61","92.09"
01/13/2015,"92.04","92.43","91.81","92.22"
01/12/2015,"91.73","92.34","91.73","92.08"
01/09/2015,"92.31","92.50","91.90","91.92"
01/08/2015,"91.94","92.53","91.94","92.32"
01/07/2015,"91.74","92.27","91.65","92.02"
01/06/2015,"91.37","91.81","91.12","91.75"
01/05/2015,"91.46","91.78","91.23","91.37"
01/02/2015,"90.35","91.16","90.33","91.16"
01/01/2015,"89.95","90.30","89.86","90.28"
