"DateTime","BTC price","Google Trends"
"2012-01-30 00:00:00",5.5034819386,25
"2012-01-31 00:00:00",5.5382202957,24
"2012-02-01 00:00:00",6.0752326523,23
"2012-02-02 00:00:00",6.0995729129,29
"2012-02-03 00:00:00",5.9516109275,32
"2012-02-04 00:00:00",5.895413239,36
"2012-02-05 00:00:00",5.6781157171,30
"2012-02-06 00:00:00",5.4826640584,26
"2012-02-07 00:00:00",5.6620277002,22
"2012-02-08 00:00:00",5.6185281899,22
"2012-02-09 00:00:00",5.8356998542,27
"2012-02-10 00:00:00",5.9378341555,21
"2012-02-11 00:00:00",5.6121328533,26
"2012-02-12 00:00:00",5.5190971695,23
"2012-02-13 00:00:00",5.3483545593,21
"2012-02-14 00:00:00",4.4836540918,25
"2012-02-15 00:00:00",4.325520322,29
"2012-02-16 00:00:00",4.255239045,26
"2012-02-17 00:00:00",4.3915383729,24
"2012-02-18 00:00:00",4.2700812776,22
"2012-02-19 00:00:00",4.3895514582,24
"2012-02-20 00:00:00",4.3651359389,21
"2012-02-21 00:00:00",4.315115602,22
"2012-02-22 00:00:00",4.4193102876,24
"2012-02-23 00:00:00",5.0395151181,22
"2012-02-24 00:00:00",5.0256087589,21
"2012-02-25 00:00:00",4.7725673811,22
"2012-02-26 00:00:00",4.9264208515,23
"2012-02-27 00:00:00",4.9525157563,27
"2012-02-28 00:00:00",4.8572577756,24
"2012-02-29 00:00:00",4.8727487557,23
"2012-03-01 00:00:00",4.9220721236,24
"2012-03-02 00:00:00",4.7148235871,40
"2012-03-03 00:00:00",4.6281932525,32
"2012-03-04 00:00:00",4.8341444816,28
"2012-03-05 00:00:00",4.9823929039,24
"2012-03-06 00:00:00",4.9878413524,24
"2012-03-07 00:00:00",4.9491128846,21
"2012-03-08 00:00:00",4.934979495,17
"2012-03-09 00:00:00",4.8722978475,23
"2012-03-10 00:00:00",4.8414238048,18
"2012-03-11 00:00:00",4.8920287516,23
"2012-03-12 00:00:00",4.9108393793,19
"2012-03-13 00:00:00",5.2908802788,21
"2012-03-14 00:00:00",5.3905432922,20
"2012-03-15 00:00:00",5.3408208989,22
"2012-03-16 00:00:00",5.3395747914,21
"2012-03-17 00:00:00",5.2360035541,23
"2012-03-18 00:00:00",5.2701489854,23
"2012-03-19 00:00:00",4.6786725529,21
"2012-03-20 00:00:00",4.8308302162,22
"2012-03-21 00:00:00",4.8172295248,20
"2012-03-22 00:00:00",4.729608505,21
"2012-03-23 00:00:00",4.6916431765,19
"2012-03-24 00:00:00",4.6519862659,23
"2012-03-25 00:00:00",4.5522702624,20
"2012-03-26 00:00:00",4.6327223597,19
"2012-03-27 00:00:00",4.8113407352,22
"2012-03-28 00:00:00",4.7905893916,21
"2012-03-29 00:00:00",4.7940665722,23
"2012-03-30 00:00:00",4.8614093565,18
"2012-03-31 00:00:00",4.8897768732,21
"2012-04-01 00:00:00",4.7933256774,18
"2012-04-02 00:00:00",4.9830454787,33
"2012-04-03 00:00:00",4.9562331929,32
"2012-04-04 00:00:00",4.9178421777,26
"2012-04-05 00:00:00",4.9208492449,29
"2012-04-06 00:00:00",4.9491074322,28
"2012-04-07 00:00:00",4.7097119103,31
"2012-04-08 00:00:00",4.7788188492,29
"2012-04-09 00:00:00",4.8525473811,20
"2012-04-10 00:00:00",4.8414175938,22
"2012-04-11 00:00:00",4.9152507171,30
"2012-04-12 00:00:00",4.9011581473,26
"2012-04-13 00:00:00",4.9344067335,25
"2012-04-14 00:00:00",4.956364661,23
"2012-04-15 00:00:00",4.9616003384,22
"2012-04-16 00:00:00",4.9507645693,19
"2012-04-17 00:00:00",4.9687445076,22
"2012-04-18 00:00:00",5.124377443,27
"2012-04-19 00:00:00",5.1309065114,21
"2012-04-20 00:00:00",5.3665159681,22
"2012-04-21 00:00:00",5.282550339,20
"2012-04-22 00:00:00",5.1956089947,20
"2012-04-23 00:00:00",5.1108881917,23
"2012-04-24 00:00:00",5.0878672624,21
"2012-04-25 00:00:00",5.1488162455,25
"2012-04-26 00:00:00",5.0974192858,34
"2012-04-27 00:00:00",5.0958873399,31
"2012-04-28 00:00:00",4.9707366528,25
"2012-04-29 00:00:00",4.9026061777,26
"2012-04-30 00:00:00",4.9421168101,24
"2012-05-01 00:00:00",4.9871372274,25
"2012-05-02 00:00:00",5.0534373539,24
"2012-05-03 00:00:00",5.118872979,17
"2012-05-04 00:00:00",5.0855070883,19
"2012-05-05 00:00:00",5.0566395646,25
"2012-05-06 00:00:00",5.0478007729,46
"2012-05-07 00:00:00",5.067555867,28
"2012-05-08 00:00:00",5.0234664229,21
"2012-05-09 00:00:00",5.0413062355,21
"2012-05-10 00:00:00",4.9274887198,28
"2012-05-11 00:00:00",4.9637099775,30
"2012-05-12 00:00:00",4.946532235,30
"2012-05-13 00:00:00",4.9447950538,34
"2012-05-14 00:00:00",5.011435922,28
"2012-05-15 00:00:00",5.0336404004,24
"2012-05-16 00:00:00",5.0877845091,26
"2012-05-17 00:00:00",5.0896616864,21
"2012-05-18 00:00:00",5.1183014828,23
"2012-05-19 00:00:00",5.1125458112,21
"2012-05-20 00:00:00",5.0942009684,21
"2012-05-21 00:00:00",5.0942213101,29
"2012-05-22 00:00:00",5.0891391888,23
"2012-05-23 00:00:00",5.1288588998,25
"2012-05-24 00:00:00",5.1191577592,22
"2012-05-25 00:00:00",5.1372768065,20
"2012-05-26 00:00:00",5.1039788048,23
"2012-05-27 00:00:00",5.134616135,24
"2012-05-28 00:00:00",5.1363254191,19
"2012-05-29 00:00:00",5.1484706978,25
"2012-05-30 00:00:00",5.1382645693,23
"2012-05-31 00:00:00",5.1816397212,22
"2012-06-01 00:00:00",5.266943758,18
"2012-06-02 00:00:00",5.2436390602,24
"2012-06-03 00:00:00",5.2127049848,23
"2012-06-04 00:00:00",5.2587658574,24
"2012-06-05 00:00:00",5.4260142949,23
"2012-06-06 00:00:00",5.446169422,21
"2012-06-07 00:00:00",5.5871698098,23
"2012-06-08 00:00:00",5.6225291017,32
"2012-06-09 00:00:00",5.5570023355,33
"2012-06-10 00:00:00",5.4578935693,29
"2012-06-11 00:00:00",5.5869969816,31
"2012-06-12 00:00:00",5.7274912987,24
"2012-06-13 00:00:00",5.9093013238,37
"2012-06-14 00:00:00",5.9620231821,27
"2012-06-15 00:00:00",6.5233807192,26
"2012-06-16 00:00:00",6.4441582823,29
"2012-06-17 00:00:00",6.199966488,33
"2012-06-18 00:00:00",6.3108446686,28
"2012-06-19 00:00:00",6.494826716,29
"2012-06-20 00:00:00",6.6935510555,29
"2012-06-21 00:00:00",6.6722625038,27
"2012-06-22 00:00:00",6.5637616978,28
"2012-06-23 00:00:00",6.4475416891,33
"2012-06-24 00:00:00",6.3504940386,26
"2012-06-25 00:00:00",6.31747363,28
"2012-06-26 00:00:00",6.4328608288,25
